person,dialogue
rachel,well then so you just invite me
phoebe,so what were you doing out there do you not like charlie
rachel,shes ok i just dont get a really good vibe from her
phoebe,why
rachel,i dont know you know just the way she waltzed in here all smart and tall you know and just swept joey off his feet i mean nobody else has a chance
phoebe,who else
rachel,anybody you me you know monicas mom
phoebe,you like joey
rachel,shhhhh phoebe all right look i have a little thing for him
phoebe,whispering oh my god
rachel,its just physical and i have it totally under control ok its just when i see them together sometimes i just get a little jealous
phoebe,uh wow isnt it ironic that he liked you and now you like him
rachel,annoyed oh i get it
ross,you know i really dont want to get involved in you guys relationship
joey,please cmon youre the smartest person i know and i really like this girl ok i dont wanna lose her
ross,after a short hesitation fine
joey,thanks
ross,ok lets see oh you should take her to the met
joey,the metsss
ross,oh no the met the metropolitan museum of art
joey,realizing oh thats what she meant pause you know if theyre gonna shorten it they should call it the muse you know short for museum and avoid all the confusion
ross,yeah most of it its a place packed with confused angry baseball fans
joey,ok all right so ill take her to the met
ross,yeah uh uh ok theres this great rare bookstore on madison avenue you know what she loves architecture you know what you should do you should take a walk down fifth to the saint patricks cathedral and there theres this great little pastry shop that shed love
joey,geez sounds like you should be going on this date
ross,but im not pause you know what if youre in the mood for thai food
joey,ok youre scaring me a little bit
rachel,oh get over it soldier weve gotta do this she pulls him towards her and throws him onto the barcalounger ok aha you like that huh
joey,oh yeah
rachel,you like that she climbs on the barcalounger seductively putting her knees next to joeys hips lets take this into high gear she pulls the barcalounger lever and seat reclines she puts one of her knees between his legs and begins to kiss his neck
joey,uh uh
rachel,yeah baby ill show you how we do it
joey,no no no you kneed me in my misters
rachel,what oh my god im so sorry joey are you ok
joey,he just sits there legs very close together with a painful look on his face soldier down
monica,we are not friends with phoebe anymore
chandler,if she asks i protested a little but ok
phoebe,oh chandler thank god youre alive monica can i talk to you outside for a minute
chandler,i mean i can write slogans i mean how hard can it be right cheese its milk that you chew crackers because your cheese needs a buddy a grape because who can get a water melon in your mouth
monica,i got one socks because your familys feet deserve the best
chandler,honey leave it to the pros
monica,i actually know someone in advertising i grew up with this guy who is a vice president at a big agency maybe i can get him to meet you give me the phone
chandler,the phone bringing you closer to peoplewho have phones
monica,marriage its not for everybody
rachel,that went well almost everybody knew that she was a girl
ross,yeah after you punched that one guy who got it wrong word spread
rachel,im just gonna go in my office and pick up some stuff  to the guy behind her desk who the hell are you
rachel,im the hell person whose office this is
ross,good one rach
rachel,excuse me
phoebe,joey look at me im a nurse
monica,pinching her lets get you out of here they go outside
monica,at least you took me down with you
phoebe,im sooo sorry i just i keep thinking about mike im crazy about david and were having so much fun together whywhy do i miss mike thatsthats gonna go away right
monica,i guess in time
phoebe,yeah
monica,i mean my feelings for richard are certainly gone
phoebe,you just did it again chandler your feelings for chandler are certainly gone
chandler,i wouldnt read too much into it
chandler,david let me stop you there cause i think i see where this is going im not very good at giving advice so if you want advice go to ross monica or joey if the thing you wanna advice about is pizza toppings or burning sensation when you pee
chandler,seriously were gonna do this
rachel,that is totally different for two reasons one i didnt know that you knew that and two i wasnt some creep staring at his ass we had awe had a deep meaningful relationship
rachel,it wasstaring at the air thinkingoh my godhe didnthe didnt have a last name it was justjust tag you know like cher or you knowmoses
rachel,turned around looking angry mumbling oh what are you his boyfriend
joey,man i wish i had a nanny like you
joey,sure
monica,would you stop staring at her
chandler,staring at molly i wasnt staring i was leering
monica,whats the big deal with her maybe shes attractive in an obvious kind of way
ross,yeah obvious beauty is the worst you know when its right there in your face me i like i have to work to find someone attractive makes me feel like i earned it
chandler,so joey is doing alright with her ross quickly turns to see
phoebe,it was the end of the party you were probably ironing wrapping paper
monica,oh yeahso how did you end up kissing
rachel,you know we were all alone and he was being really nice to me and oh and he gave me this scarf
monica,i thought you hated him
rachel,you know honey there is a thin line between love and hate and it turns out that lineis a scarf
monica,so are you thinking of starting up something with this guy
rachel,i dont know its so complicated i work with this guy you know i have the baby and i have ross and i justi dont
monica,sounds like you need to think about what you want talk to gavin and you definitely should talk to ross
rachel,ori could call in sick and not deal with it at all
phoebe,wow fivemonth maternity leave youre back for four days kiss a coworker call in sick they are lucky to have you
joey,hey im here for my eyebrow appointment
joey,chandler bing
monica,ok hey rach
rachel,oh no im good i dont wanna get that turkey smell all over my hands
joey,ill do it itll get the casserole stink off of mine
phoebe,i hope i win
monica,well it doesnt really matter  youre both wishing for the same thing right
joey,i cant tell you what im wishing for elseyou knowwont come true
monica,right  but we know what youre wishing for
joey,cant really say
monica,i understand but youre wishing for what we think youre wishing for arent you
joey,slightly irritatedim not really comfortable with these questions
chandler,im sorry hey at least you guys get to go home and be with your familys tonight i have to go back to an empty hotel room and lay down on a very questionable bedspread and then tomorrow morning you get to have christmas morning in your own houses wich by the way none of you have invited me to
chandler,haha no thanks
chandler,oh thanks im actually thinking about becoming a motivational speaker
chandler,typical christmasy stuff you know our holidays are pretty traditional
phoebe,so here is a a very special holiday song that i wrote for some very important people to me
rachel,okay pheebs you look in the kitchen i will look in the back closet
chandler,i can save you time ladies im right here
phoebe,yeah chandler why dont you take a walk this doesnt concern you
rachel,erits emmaemphasizing on emma
ross,hey amy
rachel,oh amy you remember ross
ross,that was me rachel laughs in her throat
ross,still me
monica,careful careful careful
chandler,ill tell you what for the rest of our lives ill be careful until told otherwise
chandler,wait a minute this isnt the china we picked out
monica,i know after you left the store i chose different ones
chandler,why
monica,he has to work theres some rush on the big pause thinks ah damn it one of these days im really gonna have to start listening when he talks about his job
joey,oh why dont you fly out there and surprise him
monica,maybe i will go thinks yea will have a second honeymoon at the tulsa romana
joey,oh and you know what you should bring the black seethrough teddy with the attached garters nods
monica,how do you know i have one of those
joey,didnt till just now
joey,hot not hot she turns around hot
joey,i said i think youre hot and now im embarrassed
joey,that wouldve been better ill try that hi im joey
chandler,just give us the cheapest room you have
chandler,thats insane
ross,totally insane dude lets drive home well hit all the maple candy stores on the way back and ifif theyre closed maybe well tap a tree and make some ourselves
chandler,does that room have a closet i can lock him in pause well take it
chandler,aside to ross what they are totally ripping us off
ross,dude dont worry bout it i know how we can make your money back this is a nice hotel you know plenty of amenities we just load up on those like those apples instead of taking one im i take six
chandler,great at a hundred dollars an apple were there
ross,cmon you get the idea owowow well make our money back in no time
chandler,dude youre shaking
ross,i think its the sugar could you hold the apple
ross,thank you
rachel,really nice to meet you and well call you
ross,boy we uhm hadnt really thought of that
rachel,okidoki and she slams the door in the nannys face while ross crumples up the application form wow were never gonna find a nanny
ross,oh come on rach we will i promise we have more interviews they sit down and rachel sighs and worse comes to worse we can always reconsider the uhm the first one we met with
rachel,indignant what the blonde with no bra
ross,she was blonde he looks surprised for a while but then gets a gotcha expression on his face theres knocking at the door just a sec okay okay this ones name is sandy shes got a degree in early childhood education uhm she worked for her last family for three years
rachel,okay ross opens the door
ross,and shes a little mannish
phoebe,gasps oh my god david
phoebe,kay see you there happy humping outside meeting chandler heyhey oh wow somebody smoked out here oh my god dont people know youre not allowed to smoke in public spaces
chandler,actually in oklahoma smoking is legal in all commune areas and offices with fewer than fifteen people
phoebe,you smoked
chandler,no i just happened tdo a lot trivias about smoking in different states for example in hawaii cigarettes are called leyhallalookoos
phoebe,smells at him chandler you stink of cigarettes
chandler,uch do you think monica is gonna be able smell it
phoebe,are you kidding the woman has the nose of a bloodhound  and the breasts of a great goddess
chandler,pheebs
phoebe,embarrassed im gonna go leaves to stairs
chandler,getting in okay something to cover the smell  oven cleaner sprays himself reads label unscented
monica,naughty in doorway welcome home ive missed you join me in the bedroom
chandler,no thanks im good
chandler,hang up hang up and that was a great movie monica hangs up im so gonna get back at ross oh yeah this will show him here we go starts typing something
monica,what are you doing
chandler,oh youll see my friend
ross,visibly upset im dead
chandler,faking sympathy and so young
ross,posting that i died that really isnt funny
chandler,well how you died was funny
ross,oh please hit by a blimp
chandler,it kills over one americans every year
ross,unbelievable my classmates are gonna think im dead my professors my my parents are gonna get phone calls youre messing with peoples feelings here
chandler,you wanna talk about peoples feelings you should have heard how hurt professor stern was yesterday when i told him i wouldnt be able to go with him to key west
ross,youve really crossed the line here but thats okay its ok cause im on my way to buy some photoshop software and a stack of gay porn thats right your coming out is about to get real graphic
phoebe,god i wish mike were here
phoebe,oh no have you thought about it how complicated this could get what about ross
joey,well hes with charlie now
monica,yeah but he wants to talk to you before anything really happens with her and as his friend i mean dont you think he deserves the same from you
joey,long pause and he twitches a bit youre a pain in my ass geller
rachel,all right look you guys look we appreciate all the advice but this is between joey and me and i think we can handle it
chandler,okay well well go back in there but will you do one thing for us the people that care about you
rachel,sure
chandler,enunciate
rachel,get out
rachel,are they right
rachel,okay you too and i hope you score
rachel,bye to mike
ross,so welcome
ross,ive got bottled breast milk
ross,okay
ross,so phoebe tells me you er play the piano
ross,you you know i used to play the keyboards in college
ross,no
ross,erm you know im divorced er phoebe said youve been divorced
phoebe,okwell you put down the toilet seat
monica,is that a bit you guys do
phoebe,uh huhwere playing you two
monica,we dont do that tell her we dont do that
chandler,yes dear
ross,i cant believe you guys are moving in together thatsthats great i meanim happy for you guys
monica,i hear wedding bells
phoebe,monica slow down ok im just excited to be living with him you know i meani dont knowcan i see someday being married to mike sure yeahyou knowi can picture myself walking down the aisle in a wedding dress that highlights my breasts in an obvious yet classy way but do i want that house in connecticutyou knownear the good schools where mike and i can send sophie and mike junior oh my god i do
ross,phoebei had no idea you were so conventional
phoebe,i know i guess i am oh my god load up the volvo i want to be a soccer mom
phoebe,yeah you bet roomy
monica,dont you meangroomy
phoebe,well thats not good but you know i can move some stuff around and ill be there you and alice just take the whole day together
phoebe,are you kidding thats what sisters are for
chandler,where are bill and colleen
monica,theyre in the kitchen getting something to eat can you believe how nice they are
chandler,we have to leave
monica,why what did you do in the bathroom
chandler,i didnt get to the bathroom i bumped into owen on the way and he didnt know he was adopted and theres a slight chance i may have told him
monica,oh my god wheres my purse no you know what i can replace everything in there get that binder and lets go
chandler,but kids are so intuitive dont you think on some level he already knows
joey,speaking aloud please i was trying to be nice youre the worst one
rachel,oh joey come on please please let me come i will behave i promise i will behave please please please
joey,ok ok fine you can come but dont tell anybody else its up on the roof at 
rachel,yelling and jumping like a child oh a soap opera roof party im going to a soap opera roof party oh my god oh my god realizing how shes behaving and its out of my system
ross,very bored he tries to avoid the conversation speaking to charlie so where did you get your undergraduate degree
ross,to charlie oh its not over
ross,so basically all nuts
ross,ive lost the will to live
ross,what
phoebe,oh well as long as it is under control you know you cant do anything about it hes already dating her and she is a nice person that wouldnt be right
rachel,i know i know so it is just not a big deal
phoebe,yeah
rachel,so can we keep this between us
phoebe,sure
rachel,ok great because i gotta get out of here the smell of beets is killing me
phoebe,oh
phoebe,any chance charlie has a deaf twin
monica,hi honey
chandler,hey look i brought a friend for dinner this is zack from work
monica,oh of course its so nice to see you again zack
joey,whoa whoa whoa slow down you go way too fast ok just go back to the met ok
ross,ok
joey,you got to tell me exactly what to do there
ross,ok when you walk in the museum take the right thats the antiquities wing ancient egypt mesopotamia up to the byzantine empire
joey,whoa whoa whoa whoa whoa so i walk in the door and make the right and he bends his arm to the left ross then bends joeys arm to the right and joey nods
chandler,i have a weird feeling about this place pause how do i know that they are not gonna secretly videotape me and put it all over the internet
monica,because honey i mean this in the sweetest way possible nobody is gonna wanna watch that
chandler,deposit my specimen you know usually i have to call a  number for that kind of talk thanks got it
monica,hey honey my test is down the hall are you sure youre going to be ok
chandler,yeah i guess
monica,i know this is embarrassing but nobody cares no one here even knows you
monica,i have nothing to say to you
phoebe,please monica in the hall
chandler,well arent you a treat
monica,i cant believe you tried to cut me out why phoebe why
phoebe,it was right after we were living together and you were driving me crazy okay you were really controlling and compulsive and shrill
monica,im still all those things
phoebe,youre also so generous and kind and scrappy
monica,starts smiling i am scrappy
phoebe,exactly look no matter what i tried to do i couldnt keep you out of my life of all the people i have cut out you were the only one who ever clawed her way back in
monica,its because im scrappy
joey,yes you are i think it may be time for my sponge bath sorry im just so used to hitting on the extras so are you excited about your scene
phoebe,yeah but im a little shaky and nervous
joey,oh relax dont be youll be fine youll be fine theyll probably just make you stand in the back
phoebe,okay now what
phoebe,im sorry im sorry im sorry im just a little nervous
phoebe,okay that helps
joey,hey you know what dont worry pheebs it usually takes me three takes too off the directors look alright eight
chandler,no no but let me show you what i can do bagels and donuts round food for every mood
chandler,oh because his penis was too big he notices that david is not amused oh im sorry thats the kind of thing i do pause they broke up because mike didnt want to get married hey what if you just let phoebe know youd be open to marriage
chandler,what
chandler,i didnt mean now
chandler,well youre welcome glad i could help
chandler,david im pretending to read here
joey,yeah how you doin yeah alright
joey,hey hey you said youre gonna wear a thong wheres the thong
joey,you really should have been more clear about that
ross,hey
joey,hey
ross,excited youre never going to guess who i just saw downstairs
monica,yeah hey thats was nice to see you guys back off and let joey get the girl for once
ross,ok i will be home right after work ok bye emmaemmaema i lovedadylove you ross kisses emma
monica,they would like me to talk to you about the babytalk waving her fingerits not so good
ross,hey listen joey about molly i would really prefer if you didnt go after her
joey,why not
ross,because its took us months to find a good nanny and i wouldnt want anything to you know drive her away
joey,so what you think im just gonna sleep with her and never call her again and things are gonna get uncomfortable expression changed from confused to enlightened yeah that sounds about right
ross,come on there are plenty of women out there ok justjust forget about herok shes off limits
joey,owww manwhy you had to go and said that for now that you told me i cant have her makes me want her even more
joey,ok thanks
joey,thanks do you get a lot of guys in here
joey,oh good
joey,all right lets just do this
joey,please i have an extremely high thresholdholly mother of god my face my face im all right im all right
chandler,hey its the most eligible man in ny hows the moving on going
ross,not well i went on the subway again and someone did sit on my hand but that person was neither female nor wearing pants
chandler,well maybe youre going about this the wrong way you know i mean think about it single white male divorced three times
ross,thats funnydo you think youll ever work again
phoebe,one two three
joey,i won hey
ross,you know what im sure your wish is gonna come true but you guys  just in case maybe a genie will come out if we rub this lamp rubs lamp stops because its very hot ah that thing gets hot
rachel,you know ross just keep making your jokes how are you gonna feel if we actually do win
ross,uh youre not gonna win
rachel,oh i know i know the odds are against us but somebody has to win and it could be us and then how you gonna feel you know were gonna be all like oh everybody lets take our helicopters up to the cape and youre gonna be all like oh i cant guys ill meet you guys up there i gotta gas up the hyundai
ross,ok ive heard myself on tape and i sound nothing like that
chandler,i can see the headline now lottery winners friend filled with regret eats own arm
ross,why would i eat my own arm
chandler,well you wouldnt but we own the paper we can print whatever we want
monica,you know what ross im gonna throw in  bucks for you
ross,why
rachel,we are looking for our christmas presents from monica
chandler,what thats terrible
phoebe,nono we do it every year
chandler,oh well that that makes it not terrible
phoebe,no yeah we never find them shes always best at us that wily minx
rachel,dont worry were just gonna search here for an hour and then were gonna go over to joeys and search ok
chandler,no not okay you cant look for monicas presents
phoebe,oh no we have to
chandler,no you dont have to and you cant because i i live here too
phoebe,well then you should look with us
chandler,why
rachel,chandler arent you worried about what to get monica for christmas
chandler,no i have a great idea for a present for her
monica,well no offense honey but your taste is a little feminine for me
chandler,oh suddenly flowers are feminine
phoebe,hey everybody happy thanksgiving
joey,phoebs does a come here action
phoebe,hey whats going on joe
joey,listen iii need a good lie
phoebe,ohokhow about the whole man walking on the moon thing yknow you can you can see the strings people
joey,nonononoi need a good lie to explain why i wasnt at the work thing today
phoebe,oo honey you stink at lying
joey,wha i do not
phoebe,oh really let me ask you something yesterday at the coffeehouse i went to the bathroom and when i came back my muffin was gone who took it
joey,somebody opened the doorto the coffeehouse and a raccoon emphasizes came running in and went straight for your muffin i said hey dont eat that thats phoebes and he saidpauses for a whilerealizing how stupid it sounds he said joey you stink at lying what am i going to do
phoebe,dont worry dont worry well come up with a good lie ill help you practice it
joey,look i dont usually ask out women that i meet in coffeehouses
joey,turns round gesundheit
joey,really great did i actually ask you
joey,turns round again seriously gunther you should see someone about that cold if it gets much worse you could die gunther looks scared
ross,so howd the date go
phoebe,well it was awful every time i thought about what you said i started crying
ross,so he hasnt called
phoebe,would you call this girl puts on a crying act thanksforalovelyevening
ross,now i feel terrible this is all my fault
phoebe,well you not what you should feel terrible about this could have been my serious guy he was sweet and smart and funny do you know how hard it is to meet a guy like that
ross,we are a rare breed
rachel,hi
joey,hey
rachel,joey i gotta tell ya ive been thinking all day about that scene you did i mean you were amazing
joey,oh you know the writing was good and the director is good and and my costars good but theyre not as good as me
rachel,god you have to tell me what happens tomorrow
joey,ow im just going over the script now you wanna read lines with me
rachel,me oh no i am not an actress
joey,oh all right i can ask monica
rachel,oh screw her that part is mine
joey,right pause ok so just from the top of the page right here
rachel,okay pauseacting hello drake im surprised to see you here
rachel,pause kiss me
phoebe,excited no its a great time come in wow hi oh my gosh what are you doing here are you back from minsk
phoebe,who cares it got you here
phoebe,wow where is your luggage david thinks for a while
phoebe,aallright well ill call the cab company
phoebe,thank you god no you should see me when oh actually no i look pretty good
phoebe,no
phoebe,im im just im the worst person ever how can i not tell david that im seeing mike
monica,maybe he didnt give you a chance
monica,comes over okay so you wanna play it that way do you
chandler,shrinks back right you know what actually i just get off the plane so im feeling kinda gross maybe i should just take a shower
monica,you dont need a shower
chandler,still backs away alright the truth is i soiled myself during some turbulences
monica,what do i smell sniffs him i smell smoke huhdid you smoke
chandler,yes but i just had one two two tiny cigarettes okay five a pack two packaa carton three big fat cartons in two days how many cigs are there in one pack and how many packs in one carton in the us but its over i made a decision im not gonna smoke anymore
monica,gets a pack out of his jacket
chandler,but those are for you
ross,alright well just uh see when you get here bye hangs up huh that was my mom shes stuck in terrible traffic
rachel,okay well thats now the third sign that i should not leave emma
ross,oh what were the other two
rachel,well lets see the first one is i dont want to and you know im not going
monica,okay if mike were here what would the two of you be doing
monica,what are you animals its  oclock in the afternoon
phoebe,i gotta call him just to talk to him theres no harm in that
monica,phoebe thats how it starts i dont need to eat the cake ill just smell the icing why dont i just eat a little sliver or okay just a slice or two and next thing you know youre  pounds and you get wedged in going down the tunnel slide phoebe honey i know this is hard look if you talk to him youre going to wanna see him and if you see him youre going to want to get back together with him i know thats not what you want pause give me your phone
phoebe,here
monica,and now your cell
phoebe,okay she takes a huge clearly obsolete cellphone she keeps in a closet and gives it to monica
monica,this is your cellphone
phoebe,yes
monica,this is your current cellphone
phoebe,yes it reminds me of a simpler time
monica,phoebe wheres your purse
joey,probably yeah i mean maybe we should hold off until we talk to ross
rachel,yeah yeah we can wait we dont have to do anything tonight
joey,yeah i think thatd be best so so im gonna im gonna take off
rachel,joey walks to the door although
joey,turns around very fast i like although
rachel,i mean you know ross and i havent dated in like six years
joey,six years wow its almost as long as highschool
rachel,plus you know he is with charlie now
joey,absolutely hes not thinking about you
rachel,no
joey,im thinking about you
rachel,yeah
ross,lost for words yeah er thats okay well talk about something else
ross,yeah
ross,ah
ross,well he and i would probably have a lot to talk about
monica,hi surprised
chandler,hey
monica,welcome home
chandler,oh well look at you
monica,what do you think
chandler,well its great well im just wearing the same thing underneath look at you
phoebe,oh pleasethese guyswe havent even moved in yet and they have us picking out china patterns mike seems to gag a littleand laughs nervously they begin to leave phoebe bolts back
phoebe,china patterns
rachel,this is easycant do this moves awayand finds her sweater sleeve stuck to the drawer
rachel,oh wow seriously i cant do this fiddles more
chandler,hey joe
joey,hey
chandler,listen eri need to ask you a favor but you cant tell monica anything about it
joey,i thought you didnt have secrets from monica
chandler,and that would have made the official party line joey nods monica and i are having a little financial trouble
joey,yeahi know
chandler,what what do you mean you know
chandler,see intuitive
chandler,which technically now you should give back
chandler,im so sorry but you should have a sign out there or something or at least whisper it to people when they come in the door owen doesnt know hes adopted and he also thinks that santa is real
ross,everyone i would like to make a toast to rachel and joey
rachel,ooy
ross,and to love ah love love love l is for life and what is life without love
rachel,oh my god are we supposed to answer
ross,o is for oh wow the v is for this very surprising turn of events which im still fine with by the way e is for how extremely normal i find it that you two are together and now one day you might get married and have children of your own
ross,oh ok fine but ehm i just have one question for you ehm aping professor spafford when we exit should we walk or run or prance or stroll
ross,entering with charlie oh hey you guys this is charlie charlie this is phoebe and my sister monica
phoebe,hi
ross,yeah charlie is gonna be joining my department
phoebe,oh youre a paleonthologist too pause oh ok now what do you think of ranions new theory of species variegation in segmented arthopods
phoebe,ah ah
ross,to phoebe ranions theory of species variegation
phoebe,yeah i saw the article on your coffee table and i memorized the title to freak you out
monica,to ross so did you two have fun
ross,oh my god shes great i mean wewe have so much in common and shes just cool and funny
monica,and i dont know if youve noticed but shes a aloud hotty charlie looks at her hi
rachel,she enters wearing a bathrobe hey hi you guys listen you know what im not feeling really well i think i cant get out for the play
chandler,you guys havent actually met before but boy youre both polite pause go to have a seat zack and ill get you a beer
monica,i got it
chandler,to mon so zacks pretty nice uh
monica,yeah i guess
chandler,so how would you like to have a baby thats half yours and half his
monica,turns around and shes quite shocked excuse me
chandler,well were talking about sperm donors and zack may be the guy i mean look hes intelligent hes healthy hes athletic i mean he is spermtastic
monica,chandler this is crazy what did you even say to him come up meet my wife give us your sperm
chandler,no i invited him to dinner so you could get a chance to get to know him i mean if we go through a sperm bank you never meet the guy get to check him out
monica,chandler
chandler,im telling you hes great i mean even if my sperm worked fine id think hed be the way to go
monica,im not going to be a part of this you cant just bring some random guy at home and expect him to be our sperm donor
chandler,ok
monica,uh
chandler,oh come on
monica,hey were probably fertile lets go home
chandler,why are you here
chandler,to heaven no no no i mean why why is she here
chandler,what
monica,this was fun but ive got an invasive vaginal exam to get to leaves
chandler,id love to stay but i have eh points at the cup got a hot date starts to leave
chandler,disgusted i think it just fell off leaves
phoebe,in a strange heavy accent hello ja its time for your massage ja put your face in the hole
phoebe,yeah you are and im so glad that you fought your way back in because i dont know what i would do without you
monica,i wont know what i would do without you
monica,well i guess we should go back in when you gave me another chance i guess we should do the same for amanda
phoebe,yeah i guess youre right
ross,im gonna stop you right there glenda okay does it look like this is my first time huh now i want  twos and i want them all on my back
ross,wait a minute theres two sets of nozzles which one is it
ross,which which which which one is it
ross,oh son of a bitch
rachel,what is the matter with us
chandler,really thats great
chandler,its funny when you said unpaid it sounded like you said unpaid
chandler,actually were trying and i dont think monicas gonna wanna postpone it were supposed to have sex tonight actually shes probably at home naked right now i tend to keep talking until somebody stops me i can just picture her on the bed right now
rachel,wait a minute what do you mean youre taking over my job
rachel,a vacation my idea of a vacation does not involve something sucking on my nipples until they are raw
rachel,alright dont get too comfortable there because im back in two weeks and i want everything back to the way it was i cant say that i care too much for the way youve rearranged my office
rachel,excuse me
ross,rach we have a code brown situation
joey,oh ah eh britney spears
ross,yeah she never misses these conferences then to charlie no i just saw dr kenneth schwartz
ross,yeah what am i going to say to kenneth schwartz
joey,you could say hey kenny how come youre not britney spears looks at ross matteroffactly
ross,to charlie ready to go
joey,wha youre gonna go now i thought we could hang out
ross,yeah
joey,smiling will you wear a thong
joey,oh you got yourself a very weird deal
ross,a little embarassed by their conversation im good i have dinner plans moves away from them
joey,yeah yeah ive got tons of stuff i could do im gonna hit the beach go swimming
ross,what are you a child
joey,yesss
ross,look joey come on now for me please just try to focus your sexual energy on someone else
joey,alright
monica,take me home
phoebe,hey mikey
phoebe,what are you doing
phoebe,to kill bob
phoebe, but no mike i dont want to kill him i thought we were just gonna capture him and you know set him free in the countryside where you can may be meet you know a friendly possum and a wise cracking owl
chandler,what are doing you know i can only dish it out
ross,i cant believe rachel just moved on and didnt say anything to me
chandler,maybe she didnt move on you knowmaybe that kiss was just an impulsive onetime birthday thing
ross,no no about a month ago she gave her number to some guy in a bar
chandler,did she go out with him
ross,no when he called ii threw the message away
chandler,ah the high road
ross,you know what enough enough talking i have to get moving hey check out those two blondes over there
chandler,are you trying to get everybody divorced
ross,you dont have to do anything it will just be easier if it is the two of us like college remember youyou break the
chandler,i thought i had to make the jokes
ross,dont you have to be at work
monica,because i know that you think the lottery is boohaki but were all here and gonna watch the numbers and have fun and youre my brother and i want you to be a part of this
ross,you dont have to do that ill pay for myself but just the fact that you want me to have fun with you guys  thats so sweet come here they kiss and hug
phoebe,get a room
chandler,ok so now that youre in what are you gonna do if we win
ross,i dont know probably just invest it
chandler,ooh calm down 
joey,seriously thats your fantasy to invest it
ross,oh im sorry did i say invest it i meant be cool and piss it all away joey and chandler pleased
joey,ooh ooh i know we should pool all own money and buy the knicks
rachel,i dont really care about the knicks
phoebe,oh thats it mimics chandler a great idea oh yeah
rachel,chandler thats not enough i mean what if she gets you a great present two medium presents and a bunch of little presents and youve just gotten her one great present i mean thats just gonna make her feel bad why would you do that to her chandler why why
chandler,if i help we can find em faster
rachel,thats right
phoebe,ooh ooh we have a live one
rachel,oh its a macys bag
rachel,oh
phoebe,ooh whos it for
rachel,reading from a tag thats attached to the shoe dear losers do you really think id hide presents under the couch ps chandler i knew theyd break you
joey,rach these are for you
joey,oh thatd be great thatd be great thank you
phoebe,sure what was the work thing
phoebe,pick up grandma at the airport
joey,ohhh man covers his eyes and bends down
rachel,oh shes precious
rachel,amyyes i do i really do reaches out toward ross and he grabs her hand
ross,sure we dont live there but
rachel,yeah no ross has a phd
rachel,god she isunbelievable
ross,i know i mean a phd is just as good as an md
rachel,yeah oh sure ross yeah if i have a heart attack at a restaurant i want you there with your fossil brush
joey,yeah and hey thanks again for letting me having that last piece of cake at the restaurant
joey,do you have any cake
joey,bends down to see and the cactus pricks him in the ass awch thats why
ross,he knocks at the door mike opens it hey mike sorry to just drop by like this can i come in
ross,im ross phoebes friend from the coffeehouse
ross,yeah i really really need to talk to you about something
ross,laughs no
ross,damn super cuts
joey,what
rachel,kiss me
joey,ah rach it doesnt say that
rachel,no im saying
joey,but but
rachel,just dont talk she kisses him
rachel,waking up ehhh aw pause well thats new
ross,on the phone hi this is ross geller in suite  it seems you forgot a couple of things could you have some complimentary toiletries sent up to my room pause thank you ok toothbrush toothpaste razor mouthwash deodorant dental floss band aids shaving cream after shave and i feel like i am forgetting something is there anything else you have that i havent asked for already pause yeah go ahead send up some tampons
ross,what did you get
chandler,usa today
ross,nice put it with the others
chandler,and i also got two more apples
ross,we are four short of a busho pause god i feel so alive i love being in the country
phoebe,he said are you seeing someone and i said no
monica,oh well that had been your window
phoebe,yeah i mean i dont know i was just  i was looking i was looking in his eyes and i was just thinking oh my god its david davids here hes just hes so irresistible
monica,really the scientist guy
phoebe,really chandler
monica,continue
phoebe,ohokay then it gets worse cause then i told him that i would see him tomorrow night
monica,phoebe
phoebe,i know points at herself evil and and and i like mike so much you know its just going really well oh my god
monica,wow isnt it ironic that david would show up on the same day that you and mike exchange keys
phoebe,sarcastically uhuh yeah you know and given my life long search for irony you can imagine how happy i am
monica,what are you gonna do
ross,i know its the first time were leaving the baby and  hey i know how hard it is for you but  but emma is gonna be fine my mom is gonna be with her shes great with kids
rachel,she is
ross,ya
rachel,what about  monica
ross,hey you only heard monicas side of that that little fatso was a terror
rachel,ish i just dont think i can bear it
ross,rachel i know that you can and you should
rachel,uch
ross,really it would be good for you and in fact why dont you why dont you go ahead to the restaurant and i will wait for my mom and then ill meet you there
rachel,oha
ross,no no really you should go just go go go out really the world is your oyster kick up the heels paint the town red slang right
rachel,you need to learn some new slang
monica,no no give it to me
phoebe,you cant have it
monica,give it to me
phoebe,no tucks it in her pants
monica,ill go in there
phoebe,disbelievingly oh yeah
monica,phoebe come here
monica,haha
phoebe,damn you monica geller hyphen bing
joey,hey look whos here its joey and he brought home a friend
rachel,joey emmas right here you promised not to bring girls home in the middle of the day anymore
joey,no no its not a girl its a brand new hugsy
joey,lets forget about ross
rachel,forgotten
joey,whats wrong
rachel,nothing
rachel,nothing its really its nothing come here come here
rachel,sorry i just uhm i cant seem to get ross out of my head
joey,well maybe i can help he grabs her head passionately closes his eyes and kisses ross in rachels dress he realises it too late and when he does pushes rosssrachels head away
joey,yeah we really need to talk to ross
ross,hey
chandler,hey
ross,you guys ready to go
joey,ooh hey how come you doors locked
monica,just a second
chandler,no no no no no no no no no joey cant know that i am here
monica,why not
chandler,because i didnt know how to tell him that i couldnt go to the knicks game so i just told him that i had to stay in tulsa
monica,so you lied to him
