person,dialogue
rachel,"it was…(staring at the air, thinking)…oh my god…he didn’t…he didn’t have a last name. it was just…just tag. you know, like cher, or you know…moses."
rachel,"(turned around, looking angry, mumbling) oh what are you his boyfriend..."
joey,"man, i wish i had a nanny like you."
joey,sure!
monica,would you stop staring at her?
chandler,(staring at molly) i wasn’t staring. i was leering.
monica,what’s the big deal with her? maybe she’s attractive in an obvious kind of way.
ross,"yeah, obvious beauty is the worst. you know, when it’s right there in your face. me, i like i have to work to find someone attractive, makes me feel like i earned it."
chandler,so joey is doing alright with her (ross quickly turns to see).
phoebe,"it was the end of the party, you were probably ironing wrapping paper."
monica,oh yeah...so how did you end up kissing?
rachel,"you know we were all alone and he was being really nice to me and, oh and he gave me this scarf..."
monica,i thought you hated him?
rachel,"you know honey, there is a thin line between love and hate, and it turns out that line...is a scarf!"
monica,so are you thinking of starting up something with this guy?
rachel,"i don't know. it's so complicated. i work with this guy, you know, i have the baby, and i have ross, and i just...i don't"
monica,"sounds like you need to think about what you want, talk to gavin, and you definitely should talk to ross"
rachel,or...i could call in sick and not deal with it at all...
phoebe,"wow! five-month maternity leave, you're back for four days, kiss a co-worker, call in sick, they are lucky to have you!!"
joey,hey. i'm here for my eyebrow appointment.
joey,chandler bing.
monica,"ok, hey rach?"
rachel,"oh no, i'm good, i don't wanna get that turkey smell all over my hands."
joey,i'll do it!! it'll get the casserole stink off of mine.
phoebe,i hope i win!
monica,"well, it doesn't really matter ... you're both wishing for the same thing, right?"
joey,i can't tell you what i'm wishing for! else...you know...won't come true!
monica,"right! .. but we ""know"" what you're wishing for!"
joey,can't really say!
monica,"i understand, but you're wishing for what we think you're wishing for, aren't you?"
joey,(slightly irritated)i'm not really comfortable with these questions!
chandler,"i'm sorry. hey, at least you guys get to go home and be with your familys tonight. i have to go back to an empty hotel room and lay down on a very questionable bedspread. and then tomorrow morning, you get to have christmas morning in your own houses, wich, by the way, none of you have invited me to."
chandler,"haha, no thanks!"
chandler,"oh, thanks! i'm... actually thinking about becoming a motivational speaker."
chandler,"typical christmas-y stuff, you know? our holidays are pretty traditional..."
phoebe,"so here is a, a very special holiday song that i wrote for some very important people to me."
rachel,"okay, pheebs, you look in the kitchen, i will look in the back closet."
chandler,"i can save you time ladies, i'm right here."
phoebe,"yeah, chandler why don't you take a walk? this doesn't concern you."
rachel,er..it's emma[emphasizing on emma]
ross,hey amy.
rachel,"oh amy, you remember ross."
ross,that was me. [rachel laughs in her throat]
ross,still me.
monica,careful. careful.. careful!
chandler,"i'll tell you what. for the rest of our lives, i'll be careful, until told otherwise."
chandler,wait a minute. this isn't the china we picked out...
monica,i know! after you left the store i chose different ones.
chandler,why?
monica,"he has to work, there's some rush on the big (pause, thinks) ah damn it one of these days i'm really gonna have to start listening when he talks about his job."
joey,oh why don't you fly out there and surprise him.
monica,maybe i will go (thinks) yea will have a second honeymoon at the tulsa romana.
joey,oh and you know what you should bring the black see-through teddy with the attached garters. (nods)
monica,how do you know i have one of those?
joey,didn't till just now.
joey,hot not hot (she turns around) hot!
joey,i said i think you're hot and now i'm embarrassed.
joey,"that would've been better, i'll try that hi i'm joey."
chandler,just give us the cheapest room you have.
chandler,that's insane!
ross,"totally insane. dude, let's drive home, we'll hit all the maple candy stores on the way back and if...if they're closed maybe we'll tap a tree and make some ourselves."
chandler,does that room have a closet i can lock him in? (pause) we'll take it.
chandler,"(aside, to ross) what!? they are totally ripping us off!"
ross,"dude, don't worry 'bout it! i know how we can make your money back! this is a nice hotel, you know, plenty of amenities, we just load up on those! like those apples. instead of taking one, i'm... i take six!"
chandler,"great, at a hundred dollars an apple, we're there!"
ross,"c'mon, you get the idea, ow-ow-ow we'll make our money back in no time!"
chandler,"dude, you're shaking!"
ross,"i think it's the sugar, could you hold the apple?"
ross,thank you.
rachel,really nice to meet you... and we'll call you.
ross,"boy, we uhm... hadn't really thought of that."
rachel,okidoki! (and she slams the door in the nanny's face while ross crumples up the application form) wow! we're never gonna find a nanny.
ross,"oh, come on rach, we will. i promise. we have more interviews (they sit down and rachel sighs) and worse comes to worse, we can always reconsider the uhm... the first one we met with."
rachel,"(indignant) what, the blonde with no bra?"
ross,"she was blonde? (he looks surprised for a while, but then gets a ""gotcha"" expression on his face... there's knocking at the door.) just a sec.! okay, okay. this one's name is sandy. she's got a degree in early childhood education, uhm... she worked for her last family for three years."
rachel,okay... (ross opens the door.)
ross,and she's a little mannish...
phoebe,(gasps) oh my god! david!
phoebe,"'kay, see you there. happy humping! (outside meeting chandler.) hey...hey! oh, wow, somebody smoked out here? oh my god, don't people know, you're not allowed to smoke in public spaces?"
chandler,"actually, in oklahoma smoking is legal in all commune areas and offices with fewer than fifteen people."
phoebe,you smoked!
chandler,"no! i just happened t'do a lot trivias about smoking in different states. for example, in hawaii cigarettes are called leyhallalookoos."
phoebe,"(smells at him) chandler, you stink of cigarettes."
chandler,"uch, do you think, monica is gonna be able smell it?"
phoebe,are you kidding? the woman has the nose of a bloodhound ... and the breasts of a great goddess.
chandler,pheebs?
phoebe,(embarrassed) i'm gonna go. (leaves to stairs)
chandler,"(getting in) okay, something to cover the smell ... oven cleaner! (sprays himself, reads label) unscented!"
monica,(naughty in doorway) welcome home. i've missed you. join me in the bedroom?
chandler,"no thanks, i'm good."
chandler,"hang up, hang up. and that was a great movie! (monica hangs up) i'm so gonna get back at ross... oh yeah, this will show him, here we go (starts typing something)."
monica,what are you doing?
chandler,"oh, you'll see my friend."
ross,(visibly upset) i'm dead?
chandler,(faking sympathy) and so young.
ross,posting that i died? that really isn't funny.
chandler,"well, how you died was funny."
ross,"oh please, hit by a blimp?"
chandler,it kills over one americans every year.
ross,"unbelievable, my classmates are gonna think i'm dead, my professors, my... my parents are gonna get phone calls. you're messing with people's feelings here."
chandler,you wanna talk about people's feelings? you should have heard how hurt professor stern was yesterday when i told him i wouldn't be able to go with him to key west!
ross,"you've really crossed the line here, but that's okay, it's ok 'cause i'm on my way to buy some photoshop software and a stack of gay porn. that's right! your coming out is about to get real graphic."
phoebe,"god, i wish mike were here."
phoebe,oh no... have you thought about it how complicated this could get? what about ross?
joey,"well, he's with charlie now."
monica,"yeah, but he wants to talk to you before anything really happens with her. and as his friend, i mean, don't you think he deserves the same from you?"
joey,"(long pause and he twitches a bit) you're a pain in my ass, geller!"
rachel,"all right, look you guys... look, we appreciate all the advice, but this is between joey and me and i think we can handle it..."
chandler,"okay, well we'll go back in there, but will you do one thing for us? the people that care about you?"
rachel,sure...
chandler,enunciate!
rachel,get out!
rachel,are they right?
rachel,okay. you too. and i hope you score.
rachel,bye [to mike]
ross,"so, welcome!"
ross,i’ve got bottled breast milk.
ross,okay
ross,"so, phoebe tells me you, er, play the piano?"
ross,"you, you know? i used to play the keyboards in college."
ross,no
ross,"erm, you know, i’m divorced. er, phoebe said you’ve been divorced."
phoebe,ok...well you put down the toilet seat.
monica,is that a bit you guys do?
phoebe,uh huh...we're playing you two.
monica,we don't do that! tell her we don't do that!
chandler,yes dear.
ross,i can't believe you guys are moving in together. that's..that's great! i mean...i'm happy for you guys..
monica,i hear wedding bells.
phoebe,monica slow down! ok? i'm just excited to be living with him. you know i mean..i don't know..can i see someday being married to mike? sure! yeah..you know..i can picture myself walking down the aisle in a wedding dress that highlights my breasts in an obvious yet classy way. but do i want that house in connecticut...you know..near the good schools where mike and i can send sophie and mike junior.. oh my god i do.
ross,phoebe...i had no idea you were so conventional.
phoebe,i know! i guess i am! oh my god! load up the volvo i want to be a soccer mom!
phoebe,yeah! you bet roomy!
monica,don't you mean..groomy?
phoebe,"well, that's not good. but you know, i can move some stuff around, and i'll be there. you and alice just take the whole day together."
phoebe,are you kidding? that's what sisters are for.
chandler,where are bill and colleen?
monica,they're in the kitchen getting something to eat. can you believe how nice they are?
chandler,we have to leave!!
monica,why? what did you do in the bathroom?
chandler,"i didn't get to the bathroom. i bumped into owen on the way, and he didn't know he was adopted. and there's a slight chance i may have told him."
monica,"oh my god, where's my purse? no, you know what? i can replace everything in there. get that binder, and let's go!"
chandler,but kids are so intuitive. don't you think on some level he already knows?
joey,"(speaking aloud) please, i was trying to be nice, you're the worst one!"
rachel,"oh, joey, come on! please, please! let me come, i will behave, i promise! i will behave! please, please, please..."
joey,"ok, ok! fine! you can come, but don't tell anybody else. it's up on the roof at 8."
rachel,"(yelling and jumping like a child) oh, a soap opera roof party!! i'm going to a soap opera roof party!! oh my god, oh my god!! (realizing how she's behaving) and it's out of my system!"
ross,"(very bored, he tries to avoid the conversation speaking to charlie) so, where did you get your undergraduate degree?"
ross,"(to charlie) oh, it's not over!"
ross,so basically all nuts?
ross,i've lost the will to live.
ross,what?
phoebe,"oh well, as long as it is under control, you know, you can't do anything about it, he's already dating her, and she is a nice person, that wouldn't be right."
rachel,"i know, i know, so it is just not a big deal."
phoebe,yeah.
rachel,so can we keep this between us?
phoebe,sure!
rachel,"ok, great, because i gotta get out of here, the smell of beets is killing me!"
phoebe,oh.
phoebe,any chance charlie has a deaf twin?
monica,hi honey!
chandler,"hey! look i brought a friend for dinner, this is zack, from work!"
monica,"oh, of course, it's so nice to see you again, zack!"
joey,"whoa, whoa, whoa! slow down, you go way too fast. ok? just go back to the met, ok?"
ross,ok.
joey,you got to tell me exactly what to do there.
ross,"ok, when you walk in the museum, take the right, that's the antiquities wing. ancient egypt, mesopotamia, up to the byzantine empire."
joey,"whoa, whoa, whoa, whoa, whoa! so, i walk in the door and make the right (and he bends his arm to the left. ross then bends joey's arm to the right and joey nods)"
chandler,i have a weird feeling about this place. (pause) how do i know that they are not gonna secretly videotape me and put it all over the internet.
monica,"because, honey, i mean this in the sweetest way possible, nobody is gonna wanna watch that."
chandler,"deposit my specimen? you know, usually i have to call a 900 number for that kind of talk. thanks, got it."
monica,"hey, honey, my test is down the hall, are you sure you're going to be ok?"
chandler,"yeah, i guess!"
monica,"i know this is embarrassing, but nobody cares! no one here even knows you!"
monica,i have nothing to say to you.
phoebe,"please, monica? in the hall?"
chandler,"well, aren't you a treat."
monica,"i can't believe you tried to cut me out. why phoebe, why?"
phoebe,"it was right after we were living together and you were driving me crazy, okay? you were really controlling and compulsive and shrill."
monica,i'm still all those things!
phoebe,you're also so generous and kind and scrappy!
monica,(starts smiling) i am scrappy.
phoebe,"exactly! look, no matter what i tried to do, i couldn't keep you out of my life. of all the people i have cut out, you were the only one who ever clawed her way back in."
monica,it's because i'm scrappy.
joey,"yes you are. i think it may be time for my sponge bath. sorry, i'm just so used to hitting on the extras. so, are you excited about your scene?"
phoebe,yeah! but i'm a little shaky and nervous.
joey,"oh, relax. don't be. you'll be fine, you'll be fine. they'll probably just make you stand in the back."
phoebe,"okay, now. what?"
phoebe,"i'm sorry, i'm sorry, i'm sorry. i'm just a little nervous."
phoebe,"okay, that helps."
joey,"hey, you know what? don't worry, pheebs! it usually takes me three takes too! (off the director's look) alright, eight."
chandler,"no, no. but let me show you what i can do. ""bagels and donuts. round food for every mood."""
chandler,"oh, because his penis was too big. (he notices that david is not amused) oh, i'm sorry, that's the kind of thing i do. (pause) they broke up because mike didn't want to get married. hey, what if you just let phoebe know you'd be open to marriage?"
chandler,what?
chandler,i didn't mean now...
chandler,"well, you're welcome! glad i could help."
chandler,"david, i'm pretending to read here!!"
joey,yeah! how you doin'? yeah alright!
joey,"hey, hey! you said you're gonna wear a thong, where's the thong?"
joey,you really should have been more clear about that!
ross,hey!
joey,hey!
ross,(excited) you're never going to guess who i just saw downstairs!
monica,yeah. hey that’s was nice to see you guys back off and let joey get the girl for once.
ross,ok. i will be home right after work. ok. bye emmaemmaema. i lovedadylove you. (ross kisses emma.)
monica,they would like me to talk to you about the baby-talk. (waving her finger)it’s not so good.
ross,hey listen. joey. about molly. i would really prefer if you didn’t go after her.
joey,why not?
ross,"because it’s took us months to find a good nanny. and i wouldn’t want anything to, you know, drive her away."
joey,"so, what? you think i’m just gonna sleep with her and never call her again and things are gonna get uncomfortable? (expression changed from confused to ‘enlightened’) yeah that sounds about right…"
ross,"come on. there are plenty of women out there, ok. just...just forget about her…ok? she’s off limits."
joey,"owww man…why you had to go and said that for? now that you told me i cant have her, makes me want her even more!"
joey,ok thanks.
joey,thanks. do you get a lot of guys in here?
joey,oh good...
joey,all right let's just do this.
joey,please i have an extremely high threshold...holly mother of god! my face! my face!! i'm all right! i'm all right!
chandler,hey it's the most eligible man in ny. how's the moving on going?
ross,not well. i went on the subway again and someone did sit on my hand but that person was neither female nor wearing pants.
chandler,"well maybe you're going about this the wrong way. you know i mean think about it. single white male, divorced three times,"
ross,that's funny...do you think you'll ever work again?
phoebe,"one, two, three!"
joey,"i won, hey!"
ross,"you know what, i'm sure your wish is gonna come true, but, you guys - just in case, maybe a genie will come out if we rub this lamp! (rubs lamp, stops because it's very hot) ah!! that thing gets hot!!"
rachel,"you know, ross, just keep making your jokes. how are you gonna feel if we actually do win?"
ross,"uh, you're not gonna win."
rachel,"oh, i know, i know, the odds are against us, but somebody has to win, and it could be us! and then how you gonna feel? you know, we're gonna be all like ""oh everybody, let's take our helicopters up to the cape"" and you're gonna be all like ""oh, i can't guys, i'll meet you guys up there, i gotta gas up the hyundai"""
ross,"ok, i've heard myself on tape and i sound nothing like that."
chandler,"i can see the headline now: ""lottery winners' friend filled with regret eats own arm""."
ross,why would i eat my own arm?
chandler,"well you wouldn't, but we own the paper, we can print whatever we want."
monica,"you know what, ross? i'm gonna throw in 50 bucks for you."
ross,why?
rachel,we are looking for our christmas presents from monica.
chandler,what? that's terrible!
phoebe,"no-no, we do it every year!"
chandler,"oh well, that, that makes it not terrible."
phoebe,"no, yeah, we never find them! she's always best at us, that wily... minx."
rachel,"don't worry, we're just gonna search here for an hour, and then we're gonna go over to joey's and search, ok?"
chandler,"no not okay, you can't look for monica's presents!"
phoebe,"oh no, we have to!"
chandler,"no, you don't have to, and you can't because i, i live here too."
phoebe,"well then, you should look with us."
chandler,why?
rachel,"chandler, aren't you worried about what to get monica for christmas?"
chandler,"no, i have a great idea for a present for her."
monica,"well, no offense honey, but your taste is a little feminine for me."
chandler,oh suddenly flowers are feminine?
phoebe,hey everybody! happy thanksgiving!
joey,"phoebs! [does a ""come here!"" action]"
phoebe,"hey what's going on, joe?"
joey,"listen, i...i...i... need a good lie."
phoebe,oh...ok..how about the whole man walking on the moon thing? y'know? you can.. you can see the strings people!
joey,no..nonono...i need a good lie to explain why i wasn't at the work thing today.
phoebe,"oo. honey, you stink at lying."
joey,wha? i do not!
phoebe,"oh really? let me ask you something. yesterday at the coffeehouse, i went to the bathroom, and when i came back, my muffin was gone. who took it?"
joey,"somebody opened the door...to the coffeehouse, and a, raccoon (emphasizes), came running in and went straight for your muffin i said ""hey! don't eat that! that's phoebe's!"" and he said...[pauses for a while...realizing how stupid it sounds] he said ""joey, you stink at lying"". what am i going to do?"
phoebe,"don't worry, don't worry. we'll come up with a good lie. i'll help you practice it."
joey,look i don't usually ask out women that i meet in coffeehouses
joey,(turns round) gesundheit
joey,"really, great, did i actually ask you?"
joey,"(turns round again) seriously gunther you should see someone about that cold, if it gets much worse you could die! (gunther looks scared)"
ross,so how'd the date go?
phoebe,well it was awful every time i thought about what you said i started crying.
ross,so he hasn't called?
phoebe,would you call this girl? (puts on a crying act) thanks-fo-r-a-love-ly-even-ing
ross,now i feel terrible this is all my fault.
phoebe,"well you not what you should feel terrible about, this could have been my serious guy he was sweet and smart and funny. do you know how hard it is to meet a guy like that?"
ross,we are a rare breed.
rachel,hi!
joey,hey!
rachel,"joey, i gotta tell ya, i've been thinking all day about that scene you did, i mean, you were amazing!"
joey,"oh, you know, the writing was good, and the director is good, and... and my co-star's good but they're not as good as me!"
rachel,"god, you have to tell me what happens tomorrow!"
joey,"ow, i'm just going over the script now! you wanna read lines with me?"
rachel,"me? oh, no, i am not an actress."
joey,"oh, all right, i can ask monica."
rachel,"oh screw her, that part is mine!"
joey,"right... (pause) ok, so just from the top of the page, right here."
rachel,"okay. (pause).(acting) hello drake, i'm surprised to see you here."
rachel,(pause) kiss me.
phoebe,"(excited) no! it's a great time, come in...! wow, hi... oh my gosh! what are you doing here? are you back from minsk?"
phoebe,"who cares, it got you here."
phoebe,wow. where is your luggage? (david thinks for a while)
phoebe,"a-allright, well... i'll call the cab company."
phoebe,"thank you! god, no! you should see me when... oh actually, no, i look pretty good."
phoebe,no...
phoebe,i'm... i'm just... i'm the worst person ever. how can i not tell david that i'm seeing mike?
monica,maybe he didn't give you a chance.
monica,"(comes over) o-kay, so you wanna play it that way, do you?"
chandler,"(shrinks back) right. you know what? actually i just get off the plane, so i'm feeling kinda gross. maybe i should just take a shower."
monica,you don't need a shower.
chandler,"(still backs away) alright, the truth is, i soiled myself during some turbulences."
monica,what do i smell? (sniffs him) i smell smoke. huh--did you smoke?
chandler,"yes, but i just had one. two. two tiny cigarettes. okay, five. a pack. two pack...a...a carton. three big fat cartons in two days. (how many cigs are there in one pack and how many packs in one carton in the us?) but it's over, i made a decision, i'm not gonna smoke anymore."
monica,(gets a pack out of his jacket)
chandler,"but, those are for you."
ross,"alright, we'll just, uh, see when you get here. bye. (hangs up) huh, that was my mom, she's stuck in terrible traffic."
rachel,"okay, well that's now the third sign that i should not leave emma."
ross,"oh, what were the other two?"
rachel,"well, let's see. the first one is: i don't want to. and, you know, i'm not going."
monica,okay if mike were here what would the two of you be doing?
monica,"what are you, animals? it's 4 o'clock in the afternoon!"
phoebe,"i gotta call him. just to talk to him, there's no harm in that."
monica,"phoebe, that's how it starts. i don't need to eat the cake, i'll just smell the icing... why don't i just eat a little sliver, or, okay, just a slice or two. and next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. phoebe, honey, i know this is hard. look, if you talk to him, you're going to wanna see him. and if you see him, you're going to want to get back together with him. i know that's not what you want. (pause) give me your phone."
phoebe,here.
monica,and now your cell.
phoebe,"okay (she takes a huge, clearly obsolete cellphone she keeps in a closet and gives it to monica)"
monica,this is your cellphone?
phoebe,yes.
monica,this is your current cellphone?
phoebe,"yes, it reminds me of a simpler time."
monica,"phoebe, where's your purse?"
joey,"probably, yeah... i mean, maybe we should... hold off until we talk to ross."
rachel,"yeah... yeah, we can wait, we don't have to do anything tonight."
joey,"yeah, i think that'd be best... so, so i'm gonna... i'm gonna take off..."
rachel,(joey walks to the door) although...
joey,(turns around very fast) i like although!
rachel,"i mean, you know... ross and i haven't dated in like... six years..."
joey,six years? wow... it's almost as long as highschool...
rachel,"plus, you know, he is with charlie now."
joey,absolutely! he's not thinking about you.
rachel,no...
joey,i'm thinking about you...
rachel,yeah...
ross,"[lost for words] yeah, er… that’s okay. we’ll talk about something else."
ross,yeah.
ross,ah!
ross,"well, he and i would probably have a lot to talk about."
monica,hi! [surprised]
chandler,hey!
monica,welcome home.
chandler,"oh, well, look at you!"
monica,what do you think?
chandler,"well, it’s great, well, i’m just wearing the same thing underneath! look at you."
phoebe,oh please...these guys...we haven't even moved in yet and they have us picking out china patterns. (mike seems to gag a little...and laughs nervously. they begin to leave. phoebe bolts back)
phoebe,china patterns!!!!!
rachel,this is easy...can't do this! (moves away...and finds her sweater sleeve stuck to the drawer)
rachel,oh! wow! seriously i can't do this. (fiddles more)
chandler,hey joe!
joey,hey!
chandler,listen er..i need to ask you a favor but you can't tell monica anything about it.
joey,i thought you didn't have secrets from monica.
chandler,and that would have made the official party line. (joey nods) monica and i are having a little financial trouble.
joey,yeah..i know.
chandler,what? what do you mean you know?
chandler,see? intuitive!
chandler,which technically now you should give back!
chandler,"i'm so sorry, but you should have a sign out there or something. or at least whisper it to people when they come in the door. ""owen doesn't know he's adopted, and he also thinks that santa is real."""
ross,everyone? i would like to make a toast to rachel and joey.
rachel,ooy.
ross,"and to love. ah, love. l-o-v-e, love. l is for life. and what is life without love?"
rachel,"oh my god, are we supposed to answer?"
ross,"o is for ""oh, wow!"" the v is for this very surprising turn of events, which i'm still fine with by the way. e is for how extremely normal i find it. that you two are together. and now one day you might get married and have children of your own."
ross,"oh... ok, fine. but... ehm... i just have one question for you, ehm... (aping professor spafford) when we exit should we walk, or run, or prance, or stroll..."
ross,"(entering with charlie) oh, hey you guys! this is charlie! charlie, this is phoebe and my sister, monica."
phoebe,hi!
ross,"yeah, charlie is gonna be joining my department."
phoebe,"oh, you're a paleonthologist, too! (pause) oh, ok, now, what do you think of ranion's new theory of species' variegation in segmented arthopods?"
phoebe,"ah, ah."
ross,(to phoebe) ranion's theory of species variegation?
phoebe,"yeah, i saw the article on your coffee table and i memorized the title to freak you out!"
monica,"(to ross) so, did you two have fun?"
ross,"oh my god, she's great! i mean, we-we have so much in common and she's just cool, and funny..."
monica,and i don't know if you've noticed but she's a (aloud) hotty!! (charlie looks at her) hi!
rachel,"(she enters wearing a bath-robe) hey... hi you guys! listen, you know what? i'm not feeling really well. i think i can't get out for the play."
chandler,"you guys haven't actually met before, but, boy! you're both polite! (pause) go to have a seat zack, and i'll get you a beer."
monica,i got it.
chandler,"(to mon) so, zack's pretty nice, uh?"
monica,"yeah, i guess."
chandler,"so, how would you like to have a baby that's half yours and half his!"
monica,(turns around and she's quite shocked) excuse me?
chandler,"well, we're talking about sperm donors and zack may be the guy! i mean, look, he's intelligent, he's healthy, he's athletic, i mean, he is ""spermtastic""!"
monica,"chandler, this is crazy! what did you even say to him! ""come up, meet my wife! give us your sperm""!"
chandler,"no, i invited him to dinner so you could get a chance to get to know him! i mean, if we go through a sperm bank you never meet the guy, get to check him out."
monica,chandler!
chandler,"i'm telling you, he's great! i mean, even if my sperm worked fine, i'd think he'd be the way to go!"
monica,i'm not going to be a part of this! you can't just bring some random guy at home and expect him to be our sperm donor!
chandler,ok!
monica,uh!
chandler,"oh, come on!"
monica,"hey, we're probably fertile, let's go home!"
chandler,why are you here?
chandler,"(to heaven) no no no... i mean, why? why is she here??"
chandler,what!?
monica,this was fun! but i've got an invasive vaginal exam to get to! (leaves)
chandler,"i'd love to stay, but i have eh... (points at the cup) got a hot date... (starts to leave)"
chandler,(disgusted) i think it just fell off. (leaves)
phoebe,"(in a strange heavy accent) hello ""ja"", it's time for your massage, ja! put your face in the hole."
phoebe,"yeah, you are. and i'm so glad that you fought your way back in, because i don't know what i would do without you."
monica,i won't know what i would do without you.
monica,"well, i guess we should go back in. when you gave me another chance, i guess we should do the same for amanda."
phoebe,"yeah, i guess you're right."
ross,"i'm gonna stop you right there, glenda. okay? does it look like this is my first time, huh? now i want 4 two's... and i want them all on my back."
ross,"wait a minute, there's two sets of nozzles, which one is it?"
ross,which... which... which... which one is it?
ross,oh! son of a bitch!
rachel,what is the matter with us?
chandler,really? that's great!
chandler,"it's funny. when you said ""unpaid"" it sounded like you said ""unpaid."""
chandler,"actually, we're trying, and i don't think monica's gonna wanna postpone it. we're supposed to have sex tonight. actually, she's probably at home naked right now. i tend to keep talking until somebody stops me. i can just picture her on the bed right now."
rachel,"wait a minute! what do you mean, you're taking over my job?"
rachel,a vacation? my idea of a vacation does not involve something sucking on my nipples until they are raw.
rachel,"alright! don't get too comfortable there, because i'm back in two weeks! and i want everything back to the way it was. i can't say that i care too much for the way you've rearranged my office."
rachel,excuse me?
ross,rach we have a code brown situation.
joey,oh! ah! eh... britney spears!?
ross,"yeah, she never misses these conferences! (then to charlie) no, i just saw dr. kenneth schwartz!"
ross,yeah... what am i going to say to kenneth schwartz?
joey,"you could say: ""hey kenny, how come you're not britney spears?"" (looks at ross matter-of-factly)"
ross,(to charlie) ready to go?
joey,wha...? you're gonna go now? i thought we could hang out?
ross,yeah.
joey,(smiling) will you wear a thong?
joey,oh... you got yourself a very weird deal!
ross,"(a little embarassed by their conversation) i'm good, i have dinner plans (moves away from them)."
joey,"yeah, yeah. i've got tons of stuff i could do. i'm gonna hit the beach, go swimming..."
ross,what are you a child?
joey,yesss!
ross,"look. joey, come on. now, for me. please, just try to focus your sexual energy on someone else."
joey,alright.
monica,take me home!
phoebe,hey mikey.
phoebe,what are you doing?
phoebe,to kill bob?
phoebe,": but no, mike, i don’t want to kill him. i thought we were just gonna capture him and, you know set him free in the countryside, where you can may be meet, you know, a friendly possum and a wise cracking owl."
chandler,what are doing? you know i can only dish it out!
ross,i can't believe rachel just moved on and didn't say anything to me
chandler,"maybe she didn't move on, you know...maybe that kiss was just an impulsive one-time birthday thing"
ross,"no no, about a month ago she gave her number to some guy in a bar."
chandler,did she go out with him?
ross,"no. when he called, i...i threw the message away."
chandler,ah! the high road...
ross,you know what? enough! enough talking! i have to get moving! hey check out those two blondes over there!
chandler,are you trying to get everybody divorced?
ross,"you don't have to do anything. it will just be easier if it is the two of us, like college, remember? you...you break the"
chandler,i thought i had to make the jokes!
ross,don't you have to be at work?
monica,"because i know that you think the lottery is ""boohaki"" but we're all here and gonna watch the numbers and have fun. and you're my brother, and i want you to be a part of this."
ross,"you don't have to do that, i'll pay for myself. but just the fact that you want me to have fun with you guys - that's so sweet! come here (they kiss and hug)"
phoebe,get a room!
chandler,"ok, so now that you're in, what are you gonna do if we win?"
ross,"i don't know, probably just invest it."
chandler,ooh! calm down ...
joey,"seriously, that's your fantasy? to invest it?"
ross,"oh, i'm sorry, did i say ""invest it""? i meant ""be cool and piss it all away"" (joey and chandler pleased)"
joey,"ooh, ooh, i know! we should pool all own money and buy the knicks!"
rachel,i don't really care about the knicks.
phoebe,"oh, that's it? (mimics chandler) a great idea! oh yeah."
rachel,"chandler, that's not enough. i mean what if she gets you a great present, two medium presents, and a bunch of little presents? and you've just gotten her one great present? i mean that's just gonna make her feel bad. why would you do that to her chandler? why? why?"
chandler,"if i help, we can find 'em faster!"
rachel,that's right!
phoebe,"ooh ooh, we have a live one!"
rachel,"oh, it's a macy's bag!"
rachel,oh.
phoebe,"ooh, who's it for?"
rachel,"(reading from a tag that's attached to the shoe) ""dear losers, do you really think i'd hide presents under the couch? p.s.: chandler, i knew they'd break you."""
joey,"rach, these are for you."
joey,oh that'd be great. that'd be great. thank you.
phoebe,sure. what was the work thing?
phoebe,pick up grandma at the airport?
joey,ohhh man! [covers his eyes and bends down]
rachel,oh she's precious...
rachel,"amy...yes i do, i really do. [reaches out toward ross and he grabs her hand]"
ross,sure! we don't live there but...
rachel,"yeah, no ross has a phd."
rachel,god! she is...unbelievable!
ross,i know! i mean a phd is just as good as an md.
rachel,"yeah, oh sure ross yeah! if i have a heart attack at a restaurant, i want you there with your fossil brush!"
joey,yeah and hey thanks again for letting me having that last piece of cake at the restaurant.
joey,do you have any cake?
joey,(bends down to see and the cactus pricks him in the ass) awch! that's why.
ross,"(he knocks at the door, mike opens it) hey mike sorry to just drop by like this, can i come in?"
ross,"i'm ross, phoebe's friend from the coffeehouse."
ross,"yeah i really, really need to talk to you about something."
ross,(laughs) no
ross,damn super cuts!
joey,what?
rachel,kiss me.
joey,"ah, rach, it doesn't say that!"
rachel,"no, i'm saying..."
joey,"but, but.."
rachel,just... don't talk... (she kisses him)
rachel,"(waking up) ehhh, aw! (pause). well, that's new!"
ross,"(on the phone) hi, this is ross geller in suite 206. it seems you forgot a couple of things. could you have some complimentary toiletries sent up to my room? (pause) thank you! ok. toothbrush, toothpaste, razor, mouthwash, deodorant, dental floss, band aids, shaving cream, after shave... and i feel like i am forgetting something... is there anything else you have that i haven't asked for already? (pause) yeah, go ahead, send up some tampons."
ross,what did you get?
chandler,usa today
ross,"nice, put it with the others."
chandler,and i also got... two more apples.
ross,"we are four short of a bush-o (pause). god i feel so alive, i love being in the country!"
phoebe,he said: are you seeing someone? and i said no...
monica,"oh, well... that had been your window."
phoebe,"yeah! i mean, i don't know. i was just , i was looking, i was looking in his eyes and i was just thinking: oh my god! it's david. david's here. he's just, he's so irresistible."
monica,really? the scientist guy?
phoebe,really? chandler?
monica,continue...
phoebe,"oh.okay, then it gets worse, 'cause then i told him that i would see him tomorrow night."
monica,phoebe!
