person,dialogue
rachel,
monica,
rachel,
chandler,
phoebe,
monica,
phoebe,
rachel,
phoebe,
chandler,
phoebe,
phoebe,
monica,
phoebe,
monica,
phoebe,
joey,
rachel,
joey,
phoebe,
rachel,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
monica,
chandler,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
ross,
ross,
rachel,
ross,
rachel,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
chandler,
monica,
monica,
monica,
phoebe,
monica,
chandler,
monica,
chandler,
joey,
phoebe,
joey,
chandler,
rachel,
chandler,
joey,
ross,
joey,
rachel,
joey,
monica,
joey,
monica,
chandler,
monica,
joey,
chandler,
joey,
chandler,
joey,
chandler,
monica,
joey,
monica,
chandler,
monica,
chandler,
monica,
chandler,
ross,
chandler,
monica,
ross,
joey,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
monica,
phoebe,
monica,
phoebe,
phoebe,
rachel,
rachel,
monica,
chandler,
monica,
chandler,
phoebe,
chandler,
joey,
ross,
chandler,
ross,
chandler,
joey,
chandler,
ross,
chandler,
joey,
chandler,
rachel,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
ross,
monica,
rachel,
monica,
rachel,
phoebe,
joey,
joey,
monica,
joey,
monica,
joey,
monica,
joey,
monica,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
ross,
chandler,
ross,
monica,
ross,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
joey,
rachel,
joey,
rachel,
joey,"You got it. Thanks man. Thanks for doing this, I owe you one. (Joey leaves, comes back in.) Oh, hey! There wasn't any change from that twenty, was there?"
chandler,"No, it came out to an even twenty."
joey,Wow. That's almost as much as a
phoebe,"You didn't get the money, did you?"
monica,"Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!"
phoebe,"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough! (Phoebe goes into the living room.) Hey, widow?"
phoebe,"Okay, Widow!"
phoebe,"Excuse me. Excuse me! (Mrs. Bukart stops singing) Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go."
phoebe,"Good. (Phoebe and Mrs. Burkart go into the other room, leaving Monica with everyone staring at her.)"
monica,I'm gonna leave some cards here. Please think of us for you next event.
ross,(mustering up courage) Yes. Yes I do. (They go inside.)
ross,Department of Sanitation?
ross,
ross,
ross,
ross,
ross,
ross,
ross,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
ross,
chandler,
chandler,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
monica,
ross,
rachel,
ross,"You know, we work in the Museum of Natural History, and yet there is something unnatural about the way we eat lunch. Now, I look around this cafeteria, and you know what I see? I see division. Division between people with white coats and people in blue blazers. And I ask, myself, my God, WHY? Now I say, we shed these coats that separate us and get to know the people underneath. [He whips off his lab coat and throws it on the floor.] I'm Ross. I'm divorced, and I have a kid."
joey,"[stands up, whips coat off and throws it on the floor vehemently] I'm Joey. I'm an actor. I don't know squat about dinosaurs."
ross,"All right, there you go."
joey,You hang in there Ted!
ross,"Okay, okay, good for you."
ross,"[stammering] oh, uh, er, Wow, Rhonda."
ross,"Ah, okay Scott!"
phoebe,"My mom's going to be here any minute. I can't do this, I can't give him up."
ross,
phoebe,
monica,
ross,
ross,
rachel,
chandler,
joey,
monica,
ross,
joey,
joey,
joey,
monica,
chandler,
rachel,
chandler,
phoebe,
chandler,
chandler,
joey,
chandler,
joey,
chandler,
joey,
monica,
ross,
phoebe,
ross,
rachel,
phoebe,
joey,
rachel,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
joey,
rachel,
ross,
joey,
phoebe,
ross,
ross,
ross,
ross,
ross,
chandler,
chandler,
chandler,
chandler,
chandler,
chandler,
ross,
ross,
ross,
ross,
monica,
ross,
chandler,
ross,
monica,
ross,
monica,
rachel,
joey,
rachel,
joey,
rachel,
joey,
ross,
joey,
phoebe,
joey,
rachel,
ross,
rachel,
joey,
rachel,
joey,
chandler,
monica,
monica,
joey,
monica,
rachel,
monica,
rachel,
monica,
rachel,
joey,
phoebe,
rachel,
joey,
monica,
phoebe,
chandler,
phoebe,
monica,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
rachel,
monica,
rachel,
monica,
rachel,
rachel,
rachel,
monica,
joey,
joey,
joey,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
phoebe,
rachel,
monica,
phoebe,
rachel,
monica,
rachel,
phoebe,
ross,
monica,
ross,
joey,
joey,
joey,
joey,
phoebe,
rachel,
phoebe,
chandler,
monica,
chandler,
rachel,
monica,
chandler,
ross,
rachel,
chandler,
rachel,
chandler,
ross,
chandler,
ross,
chandler,
rachel,
joey,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
monica,
rachel,
ross,
ross,
ross,
ross,
ross,
chandler,
chandler,
ross,
chandler,
ross,
monica,
ross,
chandler,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
phoebe,
chandler,
phoebe,
monica,
phoebe,
rachel,
phoebe,
ross,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
ross,
monica,
ross,
monica,
ross,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
rachel,
ross,
rachel,
joey,
rachel,
ross,
joey,
chandler,
joey,
ross,
joey,
chandler,
rachel,
ross,
ross,
rachel,
ross,
rachel,
monica,
phoebe,
ross,
chandler,
rachel,
rachel,
rachel,
rachel,
chandler,
monica,
chandler,
monica,
chandler,
ross,
chandler,
monica,
monica,
chandler,
chandler,
phoebe,
joey,
ross,
joey,
ross,
joey,
ross,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
chandler,
chandler,
chandler,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
monica,
joey,
joey,
rachel,
rachel,
rachel,
chandler,
rachel,
monica,
joey,
joey,
monica,
monica,
monica,
monica,
joey,
monica,
joey,
chandler,
joey,
chandler,
joey,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
ross,"Oh! (She kisses him) Ah. (They kiss more, and move down onto the couch. Ross's hand moves under some garbage) Aw! (His hand is covered with something brown and gooey.)"
ross,"(trying to make his disgust into lust) Ah, Cheryl!"
ross,"Oh my god! I'm so sorry, Cheryl. I must have freaked out."
rachel,I did it! Oh! I finished it! I did it all by myself! And there's nobody to hug!
rachel,"Hey! Hey, you guys, I finished the crossword all by myself! Hug me!"
phoebe,Uh... yay!
rachel,Thanks!
monica,"Oh, that's great! Congratulations!"
rachel,"Thank you! Hey, how'd the catering go?"
monica,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did."
phoebe,Yeah. I'm a hard ass.
monica,And I'm a wuss. And we should be partners.
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
joey,
chandler,
chandler,
phoebe,
joey,
rachel,
monica,
phoebe,
rachel,
phoebe,
chandler,
joey,
joey,
joey,
joey,
joey,
joey,
joey,
joey,
joey,
joey,
phoebe,
phoebe,
rachel,[sadly] Oh.
phoebe,"Yes, no, I can. I don't want to. But I can. No."
rachel,"[looking away] Oh, I can't watch this. It's like ""Sophie's Choice."""
monica,"You know, I never saw that."
rachel,"Oh, it was only okay."
phoebe,"[groans] My mom was right. If I can't give *him* up, there's no way I can give up a little baby. Frank and Alice are going to be so crushed. What, what else can I give them? A kidney?"
phoebe,Okay.
phoebe,"Hey, why don't you?"
phoebe,"Uh-huh, yeah!"
monica,What are you doing?
phoebe,"No, I'm really okay with this. You know why? Cause look at them. [Frank Jr. and Alice are laughing and playing with the puppy.] Look how happy there are. And I made that. I know it's going to be like a million times harder to give up a baby but oh my God! It's going to feel like a million times better, right? [Rachel and Monica look at her; both are teary]"
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
chandler,
monica,
phoebe,
ross,
joey,
phoebe,
phoebe,
monica,
rachel,
monica,
phoebe,
joey,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
joey,
rachel,
joey,
rachel,
joey,
rachel,
joey,
rachel,
joey,
joey,
phoebe,
ross,
chandler,
ross,
chandler,
phoebe,
ross,
phoebe,
rachel,
joey,
ross,
rachel,
ross,
chandler,
ross,
phoebe,
chandler,
phoebe,
monica,
ross,
chandler,
joey,
ross,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
rachel,
monica,
rachel,
rachel,
monica,
rachel,
monica,
rachel,
monica,
chandler,
monica,
chandler,
joey,
monica,
rachel,
phoebe,
rachel,
rachel,
rachel,
monica,
chandler,
monica,
chandler,
monica,
rachel,
monica,
rachel,
monica,
rachel,
ross,
joey,
joey,
chandler,
joey,
chandler,
joey,
joey,
chandler,
joey,
chandler,
ross,
rachel,
joey,
monica,
monica,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
joey,
ross,
chandler,
joey,
ross,
joey,
ross,
joey,
ross,
chandler,
ross,
chandler,
joey,
ross,
chandler,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
ross,
ross,
ross,
ross,
ross,
ross,
ross,
ross,
ross,
chandler,
phoebe,
monica,
ross,
joey,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
joey,
chandler,
chandler,
joey,
joey,
chandler,
chandler,
monica,
ross,
chandler,
monica,
chandler,
monica,
chandler,
joey,
monica,
chandler,
rachel,
ross,
rachel,
ross,
rachel,
ross,
phoebe,
rachel,
phoebe,
rachel,
ross,
chandler,
ross,
chandler,
ross,
chandler,
ross,
rachel,
ross,
rachel,
phoebe,
rachel,
phoebe,
rachel,
joey,
monica,
joey,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
ross,
joey,
joey,
monica,
rachel,
monica,
chandler,
monica,
rachel,
monica,
phoebe,
ross,
rachel,
ross,
rachel,
ross,
monica,
ross,
chandler,
ross,
rachel,
ross,
rachel,
ross,
rachel,
monica,
joey,
phoebe,
chandler,
joey,
monica,
phoebe,
chandler,
joey,
phoebe,
chandler,
monica,
joey,
rachel,
joey,
monica,
rachel,
chandler,
rachel,
monica,
chandler,
ross,
monica,
chandler,
ross,
chandler,
ross,
chandler,
monica,
chandler,
ross,
ross,
rachel,
ross,
monica,
chandler,
monica,
chandler,
joey,
chandler,
joey,
chandler,
joey,
joey,
ross,
rachel,
rachel,
rachel,
rachel,
monica,
chandler,
phoebe,
phoebe,
chandler,
rachel,
phoebe,
chandler,
chandler,
joey,
ross,
joey,
monica,
chandler,
joey,
rachel,
ross,
rachel,
monica,
joey,
monica,
ross,
rachel,
phoebe,
ross,
phoebe,
monica,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
rachel,
ross,
rachel,
ross,
rachel,
joey,
monica,
joey,
monica,
joey,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
ross,
chandler,
ross,
phoebe,
ross,
phoebe,
ross,
phoebe,
chandler,
phoebe,
ross,
joey,
chandler,
ross,
joey,
ross,
chandler,
ross,
joey,
ross,
chandler,
ross,
phoebe,Yeah. Hard Ass and Wuss. We could fight crime!
monica,"Wait a minute, Phoebe! We"
phoebe,Okay!
monica,I can cook and you can take care of the money.
phoebe,Yeah. Oh! It'll be like I have a wife in the fifties!
joey,Hey!
chandler,"Hey, how'd it go? How'd she like the gift?"
joey,"Oh, man, she loved it! She's over there showing Monica and Rachel right now."
chandler,Oh yeah? That's great!
joey,"Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!"
chandler,"[nodding, with mixed feelings] Aahhuuhhh...."
chandler,
joey,
chandler,
joey,
chandler,
joey,
monica,
joey,
joey,
joey,
chandler,
monica,
monica,[to Phoebe] It's going to be so great.
phoebe,Uh-huh.
phoebe,"Oh, I gave them the puppy and it made them so happy that I decided I'm going to carry their baby."
phoebe,"No, no, I know. You and I are totally different people. And this is a totally different situation. And I know that I'm not going to regret this."
monica,Would you surrogate?
rachel,Depends who asked.
phoebe,
chandler,
monica,
chandler,
rachel,
chandler,
rachel,
phoebe,
monica,
rachel,
phoebe,
joey,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
rachel,
ross,
joey,
ross,
chandler,
joey,
ross,
chandler,
ross,
chandler,
joey,
chandler,
joey,
ross,
phoebe,
ross,
phoebe,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
joey,
chandler,
chandler,
monica,
chandler,
monica,
chandler,
chandler,
joey,
chandler,
ross,
joey,
ross,
joey,
chandler,
joey,
chandler,
chandler,
joey,
ross,
chandler,
joey,
joey,
monica,
joey,
phoebe,
joey,
monica,
joey,
monica,
rachel,
chandler,
monica,
chandler,
monica,
rachel,
ross,
chandler,
ross,
rachel,
monica,
rachel,
ross,
rachel,
chandler,
rachel,
joey,
rachel,
chandler,
rachel,
ross,
rachel,
rachel,
joey,
rachel,
joey,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
chandler,
joey,
monica,
phoebe,
rachel,
monica,
phoebe,
monica,
rachel,
phoebe,
rachel,
monica,
phoebe,
monica,
ross,
chandler,
monica,
phoebe,
chandler,
phoebe,
chandler,
monica,
ross,
monica,
joey,
monica,
joey,
monica,
joey,
chandler,
joey,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
chandler,
chandler,
joey,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
phoebe,
monica,
phoebe,
phoebe,
monica,
phoebe,
chandler,
rachel,
phoebe,
rachel,
joey,
monica,
joey,
chandler,
joey,
rachel,
ross,
phoebe,
joey,
rachel,
joey,
phoebe,
joey,
phoebe,
joey,
rachel,
chandler,
joey,
phoebe,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
phoebe,
chandler,
phoebe,
ross,
joey,
ross,
joey,
ross,
ross,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
ross,
phoebe,
chandler,
phoebe,
joey,
ross,
joey,
ross,
ross,
monica,
ross,
phoebe,
ross,
rachel,
ross,
chandler,
ross,
rachel,
monica,
phoebe,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
chandler,
joey,
chandler,
joey,
monica,
joey,
monica,
joey,
chandler,
joey,
monica,
rachel,
monica,
rachel,
chandler,
monica,
rachel,
rachel,
chandler,
rachel,
phoebe,
rachel,
phoebe,
monica,
chandler,
rachel,
chandler,
rachel,
rachel,
ross,
rachel,
chandler,
joey,
chandler,
joey,
joey,
joey,
monica,
joey,
phoebe,
chandler,
joey,
phoebe,
chandler,
phoebe,
monica,
phoebe,
joey,
phoebe,
joey,
phoebe,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
phoebe,
monica,
rachel,
phoebe,
rachel,
phoebe,
phoebe,
monica,
phoebe,
rachel,
joey,
monica,
joey,
monica,
ross,
monica,
ross,
joey,
chandler,
phoebe,
chandler,
ross,
chandler,
phoebe,
chandler,
rachel,
ross,
rachel,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
rachel,
joey,
chandler,
joey,
chandler,
ross,
joey,
ross,
rachel,
monica,
ross,
monica,
ross,
rachel,
ross,
chandler,
ross,
monica,
ross,
rachel,
ross,
joey,Hey!
chandler,Hey! Happy birthday.
joey,"You know, uh... [Joey moves the pen case out onto the counter.] Chandler got you a gift, too."
chandler,No he didn't. [Moving it back.]
joey,"Yeah, he did, look... look, it's right there on the counter! Ha-ho-ho!"
chandler,Happy birthday! I'm
chandler,"See, you think it's just a pen, but then you turn it over and it's also a"
chandler,"Oh, yeah... yeah."
joey,Ah. Hm. (To Kathy) Wanna go to bed?
joey,"Oh, uh... don't forget your coupon. (Tries to strike a sexy pose up against the doorway to his room. Then goes inside)."
chandler,[to Kathy] Goodnight.
chandler,"Oh, uh, yeah... I just knew that sometimes when you're writing, you... you don't always know the exact time."
chandler,"Uh, the book?"
chandler,What do you mean?
chandler,"(tongue-tied) Uhl..ell. By the way, in case you missed that, that sound was, ""Uhl, ell."""
chandler,"Oh, yeah, he's my... he's my best friend."
chandler,Goodnight. (Goes to his room.)
joey,"(opening bedroom door) Hey, that coupon expires, you know."
monica,"Hi. Uh, you... you don't know me, I'm Monica Geller... Ross's sister."
monica,"Yeah. Anyway, he told me about your apartment. And, um, I couldn't sleep, thinking about it. So, uh, would it be okay if I cleaned it?"
monica,No?
joey,
chandler,
joey,
monica,
ross,
monica,What if I asked?
rachel,"Oh, Mon. Sure."
monica,Really?
rachel,Yes.
rachel,"You're not asking me, are you?"
monica,No.
rachel,"Yes, totally."
rachel,
phoebe,
rachel,
phoebe,
chandler,
phoebe,
rachel,
phoebe,
monica,
chandler,
monica,
chandler,
chandler,
monica,
chandler,
monica,
chandler,
rachel,
chandler,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
joey,
phoebe,
joey,
phoebe,
chandler,
phoebe,
rachel,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
ross,
monica,
chandler,
rachel,
monica,
joey,
monica,
chandler,
ross,
monica,
joey,
monica,
monica,
rachel,
monica,
rachel,
monica,
rachel,
ross,
monica,
ross,
rachel,
monica,
rachel,
monica,
rachel,
monica,
joey,
joey,
chandler,
ross,
joey,
chandler,
joey,
chandler,
rachel,
joey,
rachel,
joey,
ross,
rachel,
monica,
rachel,
monica,
monica,
monica,
phoebe,
chandler,
ross,
joey,
ross,
joey,
ross,
chandler,
ross,
joey,
ross,
phoebe,
ross,
monica,
phoebe,
ross,
phoebe,
chandler,
phoebe,
monica,
phoebe,
monica,
phoebe,
chandler,
phoebe,
joey,
chandler,
joey,
phoebe,
joey,
chandler,
joey,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
rachel,
ross,
chandler,
joey,
chandler,
ross,
joey,
rachel,
monica,
phoebe,
monica,
phoebe,
joey,
monica,
joey,
joey,
monica,
joey,
monica,
joey,
ross,
joey,
ross,
joey,
phoebe,
monica,
rachel,
phoebe,
monica,
rachel,
monica,
rachel,
joey,
ross,
chandler,
ross,
chandler,
joey,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
monica,
phoebe,
monica,
chandler,
phoebe,
chandler,
monica,
chandler,
joey,
monica,
phoebe,
joey,
monica,
joey,
chandler,
rachel,
joey,
chandler,
monica,
phoebe,
monica,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
chandler,
phoebe,
monica,
chandler,
monica,
chandler,
monica,
phoebe,
rachel,
ross,
rachel,
ross,
ross,
rachel,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
chandler,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
monica,
joey,
monica,
chandler,
ross,
rachel,
phoebe,
ross,
rachel,
ross,
rachel,
joey,
rachel,
ross,
phoebe,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
joey,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
chandler,
monica,
chandler,
ross,
rachel,
ross,
rachel,
ross,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
rachel,
chandler,
rachel,
rachel,
rachel,
rachel,
chandler,
monica,
monica,
monica,
monica,
monica,
monica,
joey,
monica,
joey,
monica,
joey,
monica,
monica,
monica,
ross,
ross,
ross,
ross,
joey,
monica,
rachel,
monica,
rachel,
ross,
monica,
rachel,
monica,
monica,
rachel,
joey,
chandler,
joey,
monica,
joey,
monica,
chandler,
phoebe,
chandler,
joey,
phoebe,
monica,
phoebe,
chandler,
monica,
ross,
monica,
chandler,
joey,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
ross,
chandler,
joey,
rachel,
phoebe,
rachel,
monica,
ross,
monica,
ross,
monica,
ross,
monica,
phoebe,
rachel,
phoebe,
chandler,
monica,
joey,
monica,
monica,
ross,
ross,
ross,
monica,
rachel,
monica,
rachel,
phoebe,
phoebe,
ross,
phoebe,
ross,
phoebe,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
chandler,
ross,
joey,
rachel,
ross,
monica,
ross,
monica,
joey,
ross,
ross,
ross,
ross,
ross,
ross,
ross,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
monica,
phoebe,
joey,
phoebe,
chandler,
rachel,
chandler,
phoebe,
monica,
ross,
joey,
chandler,
rachel,
phoebe,
chandler,
chandler,
phoebe,
rachel,
ross,
joey,
phoebe,
joey,
phoebe,
rachel,
phoebe,
monica,
ross,
monica,
phoebe,
chandler,
ross,
joey,
chandler,
joey,
ross,
joey,
chandler,
ross,
chandler,
joey,
ross,
chandler,
joey,
ross,
joey,
chandler,
joey,
phoebe,
joey,
chandler,
joey,
chandler,
monica,
chandler,
monica,
rachel,
monica,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
chandler,
monica,
rachel,
joey,
joey,
monica,
joey,
monica,
joey,
chandler,
joey,
chandler,
monica,
chandler,
monica,
chandler,
joey,
joey,
monica,
joey,
monica,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
phoebe,
monica,
ross,
chandler,
joey,
rachel,
phoebe,
monica,
phoebe,
rachel,
phoebe,
monica,
phoebe,
monica,
phoebe,
rachel,
monica,
rachel,
phoebe,
monica,
rachel,
phoebe,
rachel,
phoebe,
monica,
phoebe,
phoebe,
rachel,
monica,
phoebe,
joey,
ross,
phoebe,
joey,
ross,
monica,
phoebe,
ross,
monica,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
phoebe,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
phoebe,
rachel,
phoebe,
rachel,
monica,
rachel,
phoebe,
rachel,
phoebe,
rachel,
monica,
ross,
ross,
phoebe,
ross,
phoebe,
ross,
phoebe,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
joey,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
phoebe,
monica,
phoebe,
ross,
joey,
monica,
rachel,
monica,
rachel,
monica,
rachel,
chandler,
rachel,
chandler,
rachel,
chandler,
monica,
rachel,
chandler,
monica,
chandler,
rachel,
rachel,
rachel,
rachel,
joey,
ross,
phoebe,
joey,
ross,
rachel,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
chandler,
phoebe,
rachel,
phoebe,
rachel,
joey,
rachel,
joey,
rachel,
ross,
rachel,
ross,
rachel,
rachel,
ross,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
rachel,
rachel,
joey,
phoebe,
joey,
joey,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
monica,
joey,
phoebe,
monica,
phoebe,
joey,
phoebe,
rachel,
chandler,
rachel,
joey,
rachel,
joey,
monica,
rachel,
chandler,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
monica,
ross,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
monica,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
chandler,
monica,
joey,
rachel,
phoebe,
joey,
monica,
phoebe,
joey,
phoebe,
joey,
phoebe,
rachel,
phoebe,
monica,
chandler,
monica,
rachel,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
ross,
joey,
phoebe,
joey,
ross,
joey,
ross,
joey,
monica,
phoebe,
monica,
rachel,
monica,
rachel,
monica,
rachel,
monica,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
rachel,
ross,
monica,
phoebe,
joey,
phoebe,
rachel,
joey,
rachel,
joey,
rachel,
joey,
rachel,
joey,
rachel,
joey,
rachel,
joey,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
joey,
ross,
joey,
ross,
chandler,
ross,
chandler,
joey,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
phoebe,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
chandler,
joey,
joey,
chandler,
chandler,
rachel,
monica,
rachel,
monica,
monica,
monica,
monica,
rachel,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
phoebe,
joey,
ross,
phoebe,
joey,
ross,
joey,
ross,
joey,
phoebe,
ross,
monica,
joey,
monica,
chandler,
rachel,
joey,
rachel,
phoebe,
chandler,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
rachel,
phoebe,
ross,
joey,
ross,
chandler,
ross,
chandler,
ross,
monica,
ross,
joey,
chandler,
monica,
joey,
chandler,
joey,
chandler,
monica,
chandler,
monica,
chandler,
rachel,
joey,
rachel,
chandler,
rachel,
joey,
rachel,
joey,
rachel,
chandler,
rachel,
monica,
rachel,
monica,
joey,
rachel,
joey,
monica,
rachel,
chandler,
joey,
chandler,
joey,
joey,
ross,
joey,
joey,
ross,
joey,
chandler,
joey,
chandler,
joey,
ross,
chandler,
joey,
ross,
chandler,
joey,
chandler,
monica,
chandler,
chandler,
phoebe,
monica,
monica,
monica,
monica,
phoebe,
phoebe,
monica,
phoebe,
monica,
phoebe,
chandler,
monica,
chandler,
phoebe,
monica,
phoebe,
chandler,
phoebe,
