person,dialogue
rachel,You do that every year??
joey,I didn't have to tell you that!! I'm stupider than Jane Rogers!!
rachel,"Oh, that's why you got these tickets to that play, to get rid of us??"
joey,Yeah...
rachel,And last year is that why you sent us to that medieval times restaurant?
joey,Yeah...
rachel,"OH! And the year before that, when you set up that nighttime tour of that button factory?"
joey,(Smiling) I can't believe you guys went for that one!
rachel,"Joey, why wouldn't you invite us to your parties?"
joey,"You're fine, ok? But everyone else acts like an idiot around famous people!"
rachel,"Well, then so you just invite me...!"
phoebe,"So what were you doing out there, do you not like Charlie?"
rachel,"She's ok, I just don't get a really good vibe from her!"
phoebe,Why?
rachel,"I don't know, you know, just the way she waltzed in here all smart, and tall! You know, and just swept Joey off his feet... I mean, nobody else has a chance!"
phoebe,Who else?
rachel,"Anybody! You, me, you know, Monica's mom..."
phoebe,You like Joey?
rachel,"Shhhhh! Phoebe! All right, look. I have a little thing for him."
phoebe,(whispering) Oh my God!
rachel,"It's just physical and I have it totally under control! Ok? It's just, when I see them together, sometimes I just get a little jealous!"
phoebe,"Uh, wow! Isn't it ironic that he liked you and now you like him?"
rachel,"(annoyed) Oh, I get it!"
ross,"You know, I really don't want to get involved in you guy's relationship."
joey,"Please, c'mon, you're the smartest person I know and I really like this girl, ok, I don't wanna lose her."
ross,(after a short hesitation) Fine.
joey,Thanks.
ross,"Ok. Let's see. Oh, you should take her to the MET!"
joey,The Metsss!
ross,"Oh, no! The MET! The Metropolitan Museum of Art."
joey,"(realizing) Oh, that's what she meant! (pause) You know, if they're gonna shorten it, they should call it the MUSE! You know, short for museum, and avoid all the confusion!"
ross,"Yeah, most of it it's a place packed with confused angry baseball fans!"
joey,"Ok, all right, so I'll take her to the MET."
ross,"Yeah, uh, uh, ok, there's this great rare bookstore on Madison Avenue. You know what? She loves architecture, you know what you should do? You should take a walk down fifth to the Saint Patrick's Cathedral and there there's this great little pastry shop that she'd love."
joey,"Geez, sounds like you should be going on this date!"
ross,But I'm not! (pause). You know what if you're in the mood for Thai food...
joey,"Ok, you're scaring me a little bit."
rachel,"Oh! Get over it soldier, we've gotta do this! (She pulls him towards her and throws him onto the barcalounger) Ok. Aha! You like that huh?"
joey,Oh! yeah!
rachel,"You like that? (She climbs on the barcalounger seductively, putting her knees next to Joey's hips.) Let's take this into high gear (She pulls the barcalounger lever and seat reclines. She puts one of her knees between his legs and begins to kiss his neck.)"
joey,uh uh!
rachel,"Yeah baby, I'll show you how we do it!"
joey,"No, no, no! You kneed me in my misters!"
rachel,What? Oh my God! I'm so sorry. Joey? Are you ok?
joey,"(He just sits there, legs very close together with a painful look on his face) Soldier down!"
monica,We are not friends with Phoebe anymore.
chandler,"If she asks, I protested a little, but ok!"
phoebe,"Oh Chandler! Thank God you're alive. Monica, can I talk to you outside for a minute?"
chandler,"I mean, I can write slogans. I mean, how hard can it be, right? ""Cheese. It's milk that you chew."" ""Crackers. Because your cheese needs a buddy."" ""A grape. Because who can get a water melon in your mouth?"""
monica,"I got one. ""Socks. Because your family's feet deserve the best."""
chandler,Honey? Leave it to the pros.
monica,I actually know someone in advertising. I grew up with this guy who is a vice president at a big agency. Maybe I can get him to meet you? Give me the phone.
chandler,"""The phone. Bringing you closer to people...who have phones."""
monica,"""Marriage. It's not for everybody."""
rachel,That went well. Almost everybody knew that she was a girl.
ross,"Yeah, after you punched that one guy who got it wrong, word spread."
rachel,I'm just gonna go in my office and pick up some stuff . (To the guy behind her desk) Who the hell are you!?
rachel,I'm the hell person whose office this is!
ross,"Good one, Rach."
rachel,Excuse me?
phoebe,"Joey, look at me! I'm a nurse!"
monica,(pinching her) Let's get you out of here!! (they go outside)
monica,At least you took me down with you!
phoebe,"I'm sooo sorry!! I just... I keep thinking about Mike! I'm crazy about David, and we're having so much fun together. Why-Why do I miss Mike? That's-that's gonna go away, right?"
monica,"I guess, in time."
phoebe,Yeah.
monica,"I mean, my feelings for Richard are certainly gone."
phoebe,"You just did it again. Chandler, your feelings for Chandler are certainly gone!"
chandler,I wouldn't read too much into it.
chandler,"David, let me stop you there 'cause I think I see where this is going. I'm not very good at giving advice. So if you want advice, go to Ross, Monica, or... Joey, if the thing you wanna advice about is pizza toppings or burning sensation when you pee."
chandler,"Seriously, we're gonna do this?"
rachel,"That is totally different for two reasons. One. I didn’t know that you knew that… And two, I wasn’t some creep staring at his ass. We had a…we had a deep, meaningful relationship."
rachel,"It was…(staring at the air, thinking)…Oh my god…He didn’t…he didn’t have a last name. It was just…just Tag. You know, like Cher, or you know…Moses."
rachel,"(turned around, looking angry, mumbling) oh what are you his boyfriend..."
joey,"Man, I wish I had a nanny like you."
joey,sure!
monica,Would you stop staring at her?
chandler,(Staring at Molly) I wasn’t staring. I was leering.
monica,What’s the big deal with her? Maybe she’s attractive in an obvious kind of way.
ross,"Yeah, obvious beauty is the worst. You know, when it’s right there in your face. Me, I like I have to work to find someone attractive, makes me feel like I earned it."
chandler,So Joey is doing alright with her (Ross quickly turns to see).
phoebe,"It was the end of the party, you were probably ironing wrapping paper."
monica,Oh yeah...So how did you end up kissing?
rachel,"You know we were all alone and he was being really nice to me and, oh and he gave me this scarf..."
monica,I thought you hated him?
rachel,"You know honey, there is a thin line between love and hate, and it turns out that line...is a scarf!"
monica,So are you thinking of starting up something with this guy?
rachel,"I don't know. It's so complicated. I work with this guy, you know, I have the baby, and I have Ross, and I just...I don't"
monica,"Sounds like you need to think about what you want, talk to Gavin, and you definitely should talk to Ross"
rachel,Or...I could call in sick and not deal with it at all...
phoebe,"Wow! Five-month maternity leave, you're back for four days, kiss a co-worker, call in sick, they are lucky to have you!!"
joey,Hey. I'm here for my eyebrow appointment.
joey,Chandler Bing.
monica,"Ok, hey Rach?"
rachel,"Oh no, I'm good, I don't wanna get that turkey smell all over my hands."
joey,I'll do it!! It'll get the casserole stink off of mine.
phoebe,I hope I win!
monica,"Well, it doesn't really matter ... you're both wishing for the same thing, right?"
joey,I can't tell you what I'm wishing for! Else...you know...won't come true!
monica,"Right! .. but we ""know"" what you're wishing for!"
joey,Can't really say!
monica,"I understand, but you're wishing for what we think you're wishing for, aren't you?"
joey,(slightly irritated)I'm not really comfortable with these questions!
chandler,"I'm sorry. Hey, at least you guys get to go home and be with your familys tonight. I have to go back to an empty hotel room and lay down on a very questionable bedspread. And then tomorrow morning, you get to have Christmas morning in your own houses, wich, by the way, none of you have invited me to."
chandler,"Haha, no thanks!"
chandler,"Oh, thanks! I'm... actually thinking about becoming a motivational speaker."
chandler,"Typical Christmas-y stuff, you know? Our holidays are pretty traditional..."
phoebe,"So here is a, a very special holiday song that I wrote for some very important people to me."
rachel,"Okay, Pheebs, you look in the kitchen, I will look in the back closet."
chandler,"I can save you time ladies, I'm right here."
phoebe,"Yeah, Chandler why don't you take a walk? This doesn't concern you."
rachel,Er..It's Emma[emphasizing on Emma]
ross,Hey Amy.
rachel,"Oh Amy, you remember Ross."
ross,That was me. [Rachel laughs in her throat]
ross,Still me.
monica,Careful. Careful.. CAREFUL!
chandler,"I'll tell you what. For the rest of our lives, I'll be careful, until told otherwise."
chandler,Wait a minute. This isn't the china we picked out...
monica,I know! After you left the store I chose different ones.
chandler,Why?
monica,"he has to work, there's some rush on the big (pause, thinks) ah damn it one of these days I'm really gonna have to start listening when he talks about his job."
joey,oh why don't you fly out there and surprise him.
monica,maybe I will go (thinks) yea will have a second honeymoon at the Tulsa romana.
joey,oh and you know what you should bring the black see-through teddy with the attached garters. (Nods)
monica,how do you know I have one of those?
joey,didn't till just now.
joey,hot not hot (she turns around) Hot!
joey,I said I think you're hot and now I'm embarrassed.
joey,"that would've been better, I'll try that Hi I'm Joey."
chandler,Just give us the cheapest room you have.
chandler,That's insane!
ross,"Totally insane. Dude, let's drive home, we'll hit all the maple candy stores on the way back and if...if they're closed maybe we'll tap a tree and make some ourselves."
chandler,Does that room have a closet I can lock him in? (pause) We'll take it.
chandler,"(aside, to Ross) What!? They are totally ripping us off!"
ross,"Dude, don't worry 'bout it! I know how we can make your money back! This is a nice hotel, you know, plenty of amenities, we just load up on those! Like those apples. Instead of taking one, I'm... I take six!"
chandler,"Great, at a hundred dollars an apple, we're there!"
ross,"C'mon, you get the idea, ow-ow-ow we'll make our money back in no time!"
chandler,"Dude, you're shaking!"
ross,"I think it's the sugar, could you hold the apple?"
ross,Thank you.
rachel,Really nice to meet you... and we'll call you.
ross,"Boy, we uhm... hadn't really thought of that."
rachel,Okidoki! (and she slams the door in the nanny's face while Ross crumples up the application form) Wow! We're never gonna find a nanny.
ross,"Oh, come on Rach, we will. I promise. We have more interviews (They sit down and Rachel sighs) And worse comes to worse, we can always reconsider the uhm... the first one we met with."
rachel,"(indignant) What, the blonde with no bra?"
ross,"She was blonde? (he looks surprised for a while, but then gets a ""gotcha"" expression on his face... There's knocking at the door.) Just a sec.! Okay, okay. This one's name is Sandy. She's got a degree in early childhood education, uhm... she worked for her last family for three years."
rachel,Okay... (Ross opens the door.)
ross,And she's a little mannish...
phoebe,(gasps) Oh my God! David!
phoebe,"'kay, see you there. Happy humping! (outside meeting Chandler.) Hey...hey! Oh, wow, somebody smoked out here? Oh my god, don't people know, you're not allowed to smoke in public spaces?"
chandler,"Actually, in Oklahoma smoking is legal in all commune areas and offices with fewer than fifteen people."
phoebe,You smoked!
chandler,"No! I just happened t'do a lot trivias about smoking in different states. For example, in Hawaii cigarettes are called Leyhallalookoos."
phoebe,"(smells at him) Chandler, you stink of cigarettes."
chandler,"Uch, do you think, Monica is gonna be able smell it?"
phoebe,Are you kidding? The woman has the nose of a bloodhound ... and the breasts of a great goddess.
chandler,Pheebs?
phoebe,(embarrassed) I'm gonna go. (leaves to stairs)
chandler,"(getting in) Okay, something to cover the smell ... Oven cleaner! (sprays himself, reads label) Unscented!"
monica,(naughty in doorway) Welcome home. I've missed you. join me in the bedroom?
chandler,"No thanks, I'm good."
chandler,"Hang up, hang up. And that was a great movie! (Monica hangs up) I'm so gonna get back at Ross... oh yeah, this will show him, here we go (starts typing something)."
monica,What are you doing?
chandler,"Oh, you'll see my friend."
ross,(visibly upset) I'm dead?
chandler,(faking sympathy) And so young.
ross,Posting that I died? That really isn't funny.
chandler,"Well, how you died was funny."
ross,"Oh please, hit by a blimp?"
chandler,It kills over one americans every year.
ross,"Unbelievable, my classmates are gonna think I'm dead, my professors, my... my parents are gonna get phone calls. You're messing with people's feelings here."
chandler,You wanna talk about people's feelings? You should have heard how hurt professor Stern was yesterday when I told him I wouldn't be able to go with him to Key West!
ross,"You've really crossed the line here, but that's okay, it's ok 'cause I'm on my way to buy some Photoshop software and a stack of gay porn. That's right! Your coming out is about to get real graphic."
phoebe,"God, I wish Mike were here."
phoebe,Oh no... Have you thought about it how complicated this could get? What about Ross?
joey,"Well, he's with Charlie now."
monica,"Yeah, but he wants to talk to you before anything really happens with her. And as his friend, I mean, don't you think he deserves the same from you?"
joey,"(long pause and he twitches a bit) You're a pain in my ass, Geller!"
rachel,"All right, look you guys... Look, we appreciate all the advice, but this is between Joey and me and I think we can handle it..."
chandler,"Okay, well we'll go back in there, but will you do one thing for us? The people that care about you?"
rachel,Sure...
chandler,Enunciate!
rachel,Get out!
rachel,Are they right?
rachel,Okay. You too. And I hope you score.
rachel,Bye [to Mike]
ross,"So, welcome!"
ross,I’ve got bottled breast milk.
ross,Okay
ross,"So, Phoebe tells me you, er, play the piano?"
ross,"You, you know? I used to play the keyboards in college."
ross,No
ross,"Erm, you know, I’m divorced. Er, Phoebe said you’ve been divorced."
phoebe,OK...Well you put down the toilet seat.
monica,Is that a bit you guys do?
phoebe,Uh huh...we're playing you two.
monica,We don't do that! Tell her we don't do that!
chandler,Yes dear.
ross,I can't believe you guys are moving in together. That's..that's great! I mean...I'm happy for you guys..
monica,I hear wedding bells.
phoebe,Monica slow down! Ok? I'm just excited to be living with him. You know I mean..I don't know..Can I see someday being married to Mike? Sure! Yeah..You know..I can picture myself walking down the aisle in a wedding dress that highlights my breasts in an obvious yet classy way. But do I want that house in Connecticut...you know..near the good schools where Mike and I can send Sophie and Mike Junior.. Oh my god I do.
ross,Phoebe...I had no idea you were so conventional.
phoebe,I know! I guess I am! Oh my god! Load up the Volvo i want to be a soccer mom!
phoebe,Yeah! You bet roomy!
monica,Don't you mean..groomy?
phoebe,"Well, that's not good. But you know, I can move some stuff around, and I'll be there. You and Alice just take the whole day together."
phoebe,Are you kidding? That's what sisters are for.
chandler,Where are Bill and Colleen?
monica,They're in the kitchen getting something to eat. Can you believe how nice they are?
chandler,We have to leave!!
monica,Why? What did you do in the bathroom?
chandler,"I didn't get to the bathroom. I bumped into Owen on the way, and he didn't know he was adopted. And there's a slight chance I may have told him."
monica,"Oh my god, where's my purse? No, you know what? I can replace everything in there. Get that binder, and let's go!"
chandler,But kids are so intuitive. Don't you think on some level he already knows?
joey,"(speaking aloud) Please, I was trying to be nice, you're the worst one!"
rachel,"Oh, Joey, come on! Please, please! Let me come, I will behave, I promise! I will behave! Please, please, please..."
joey,"Ok, ok! Fine! You can come, but don't tell anybody else. It's up on the roof at 8."
rachel,"(yelling and jumping like a child) OH, a soap opera roof party!! I'm going to a soap opera roof party!! Oh my God, oh my God!! (realizing how she's behaving) And it's out of my system!"
ross,"(very bored, he tries to avoid the conversation speaking to Charlie) So, where did you get your undergraduate degree?"
ross,"(to Charlie) Oh, it's not over!"
ross,So basically all nuts?
ross,I've lost the will to live.
ross,What?
phoebe,"Oh well, as long as it is under control, you know, you can't do anything about it, he's already dating her, and she is a nice person, that wouldn't be right."
rachel,"I know, I know, so it is just not a big deal."
phoebe,Yeah.
rachel,So can we keep this between us?
phoebe,Sure!
rachel,"Ok, great, because I gotta get out of here, the smell of beets is killing me!"
phoebe,Oh.
phoebe,Any chance Charlie has a deaf twin?
monica,Hi honey!
chandler,"Hey! Look I brought a friend for dinner, this is Zack, from work!"
monica,"Oh, of course, it's so nice to see you again, Zack!"
joey,"Whoa, whoa, whoa! Slow down, you go way too fast. Ok? Just go back to the MET, ok?"
ross,Ok.
joey,You got to tell me exactly what to do there.
ross,"Ok, when you walk in the museum, take the right, that's the antiquities wing. Ancient Egypt, Mesopotamia, up to the Byzantine Empire."
joey,"Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make the right (and he bends his arm to the left. Ross then bends Joey's arm to the right and Joey nods)"
chandler,I have a weird feeling about this place. (pause) How do I know that they are not gonna secretly videotape me and put it all over the internet.
monica,"Because, honey, I mean this in the sweetest way possible, nobody is gonna wanna watch that."
chandler,"Deposit my specimen? You know, usually I have to call a 900 number for that kind of talk. Thanks, got it."
monica,"Hey, honey, my test is down the hall, are you sure you're going to be ok?"
chandler,"Yeah, I guess!"
monica,"I know this is embarrassing, but nobody cares! No one here even knows you!"
monica,I have nothing to say to you.
phoebe,"Please, Monica? In the hall?"
chandler,"Well, aren't you a treat."
monica,"I can't believe you tried to cut me out. Why Phoebe, why?"
phoebe,"It was right after we were living together and you were driving me crazy, okay? You were really controlling and compulsive and shrill."
monica,I'm still all those things!
phoebe,You're also so generous and kind and scrappy!
monica,(starts smiling) I am scrappy.
phoebe,"Exactly! Look, no matter what I tried to do, I couldn't keep you out of my life. Of all the people I have cut out, you were the only one who ever clawed her way back in."
monica,It's because I'm scrappy.
joey,"Yes you are. I think it may be time for my sponge bath. Sorry, I'm just so used to hitting on the extras. So, are you excited about your scene?"
phoebe,Yeah! But I'm a little shaky and nervous.
joey,"Oh, relax. Don't be. You'll be fine, you'll be fine. They'll probably just make you stand in the back."
phoebe,"Okay, now. What?"
phoebe,"I'm sorry, I'm sorry, I'm sorry. I'm just a little nervous."
phoebe,"Okay, that helps."
joey,"Hey, you know what? Don't worry, Pheebs! It usually takes me three takes too! (Off the director's look) Alright, eight."
chandler,"No, no. But let me show you what I can do. ""Bagels and donuts. Round food for every mood."""
chandler,"Oh, because his penis was too big. (he notices that David is not amused) Oh, I'm sorry, that's the kind of thing I do. (pause) They broke up because Mike didn't want to get married. Hey, what if you just let Phoebe know you'd be open to marriage?"
chandler,What?
chandler,I didn't mean now...
chandler,"Well, you're welcome! Glad I could help."
chandler,"David, I'm pretending to read here!!"
joey,Yeah! How you doin'? Yeah alright!
joey,"Hey, hey! You said you're gonna wear a thong, where's the thong?"
joey,You really should have been more clear about that!
ross,Hey!
joey,Hey!
ross,(Excited) You're never going to guess who I just saw downstairs!
monica,Yeah. Hey that’s was nice to see you guys back off and let Joey get the girl for once.
ross,Ok. I will be home right after work. Ok. Bye EmmaEmmaEma. I lovedadylove you. (Ross kisses Emma.)
monica,They would like me to talk to you about the baby-talk. (Waving her finger)It’s not so good.
ross,Hey listen. Joey. About Molly. I would really prefer if you didn’t go after her.
joey,Why not?
ross,"Because it’s took us MONTHS to find a good nanny. And I wouldn’t want anything to, you know, drive her away."
joey,"So, what? You think I’m just gonna sleep with her and never call her again and things are gonna get uncomfortable? (Expression changed from confused to ‘enlightened’) yeah that sounds about right…"
ross,"Come on. There are plenty of women out there, ok. Just...just forget about her…ok? She’s off limits."
joey,"Owww man…why you had to go and said that for? Now that you told me I cant have her, makes me want her even more!"
joey,OK Thanks.
joey,Thanks. Do you get a lot of guys in here?
joey,Oh good...
joey,All right let's just do this.
joey,Please I have an extremely high threshold...Holly Mother Of God! My face! My face!! I'm all right! I'm all right!
chandler,Hey it's the most eligible man in NY. How's the moving on going?
ross,Not well. I went on the subway again and someone did sit on my hand but that person was neither female nor wearing pants.
chandler,"Well maybe you're going about this the wrong way. You know I mean think about it. Single white male, divorced three times,"
ross,That's funny...Do you think you'll ever work again?
phoebe,"One, two, three!"
joey,"I won, hey!"
ross,"You know what, I'm sure your wish is gonna come true, but, you guys - just in case, maybe a genie will come out if we rub this lamp! (rubs lamp, stops because it's very hot) Ah!! That thing gets hot!!"
rachel,"You know, Ross, just keep making your jokes. How are you gonna feel if we actually do win?"
ross,"Uh, you're not gonna win."
rachel,"Oh, I know, I know, the odds are against us, but somebody has to win, and it could be us! And then how you gonna feel? You know, we're gonna be all like ""oh everybody, let's take our helicopters up to the cape"" and you're gonna be all like ""oh, I can't guys, I'll meet you guys up there, I gotta gas up the Hyundai"""
ross,"Ok, I've heard myself on tape and I sound nothing like that."
chandler,"I can see the headline now: ""Lottery winners' friend filled with regret eats own arm""."
ross,Why would I eat my own arm?
chandler,"Well you wouldn't, but we own the paper, we can print whatever we want."
monica,"You know what, Ross? I'm gonna throw in 50 bucks for you."
ross,Why?
rachel,We are looking for our Christmas presents from Monica.
chandler,What? That's terrible!
phoebe,"No-no, we do it every year!"
chandler,"Oh well, that, that makes it not terrible."
phoebe,"No, yeah, we never find them! She's always best at us, that wily... minx."
rachel,"Don't worry, we're just gonna search here for an hour, and then we're gonna go over to Joey's and search, OK?"
chandler,"No not okay, you can't look for Monica's presents!"
phoebe,"Oh no, we have to!"
chandler,"No, you don't have to, and you can't because I, I live here too."
phoebe,"Well then, you should look with us."
chandler,Why?
rachel,"Chandler, aren't you worried about what to get Monica for Christmas?"
chandler,"No, I have a great idea for a present for her."
monica,"well, no offense honey, but your taste is a little feminine for me."
chandler,Oh suddenly flowers are feminine?
phoebe,Hey everybody! Happy thanksgiving!
joey,"Phoebs! [Does a ""Come here!"" Action]"
phoebe,"Hey what's going on, Joe?"
joey,"Listen, I...i...i... need a good lie."
phoebe,Oh...ok..How about the whole man walking on the moon thing? Y'know? You can.. you can see the strings people!
joey,No..nonono...I need a good lie to explain why I wasn't at the work thing today.
phoebe,"Oo. Honey, you stink at lying."
joey,Wha? I do not!
phoebe,"Oh really? Let me ask you something. Yesterday at the coffeehouse, I went to the bathroom, and when I came back, my muffin was gone. Who took it?"
joey,"Somebody opened the door...to the coffeehouse, and a, Raccoon (emphasizes), came running in and went straight for your muffin I said ""Hey! Don't eat that! That's Phoebe's!"" and he said...[pauses for a while...realizing how stupid it sounds] He said ""Joey, you stink at lying"". What am I going to do?"
phoebe,"Don't worry, don't worry. We'll come up with a good lie. I'll help you practice it."
joey,look I don't usually ask out women that I meet in coffeehouses
joey,(turns round) gesundheit
joey,"really, great, did I actually ask you?"
joey,"(turns round again) seriously Gunther you should see someone about that cold, if it gets much worse you could DIE! (Gunther looks scared)"
ross,so how'd the date go?
phoebe,well it was awful every time I thought about what you said I started crying.
ross,So he hasn't called?
phoebe,would you call this girl? (Puts on a crying act) thanks-fo-r-a-love-ly-even-ing
ross,now I feel terrible this is all my fault.
phoebe,"well you not what you should feel terrible about, this could have been my serious guy he was sweet and smart and funny. Do you know how hard it is to meet a guy like that?"
ross,We are a rare breed.
rachel,Hi!
joey,Hey!
rachel,"Joey, I gotta tell ya, I've been thinking all day about that scene you did, I mean, you were amazing!"
joey,"Oh, you know, the writing was good, and the director is good, and... and my co-star's good but they're not as good as me!"
rachel,"God, you have to tell me what happens tomorrow!"
joey,"Ow, I'm just going over the script now! You wanna read lines with me?"
rachel,"Me? Oh, no, I am not an actress."
joey,"Oh, all right, I can ask Monica."
rachel,"Oh screw her, that part is mine!"
joey,"Right... (pause) ok, so just from the top of the page, right here."
rachel,"Okay. (pause).(acting) Hello Drake, I'm surprised to see you here."
rachel,(pause) Kiss me.
phoebe,"(excited) No! It's a great time, come in...! WOW, hi... Oh my gosh! What are you doing here? Are you back from Minsk?"
phoebe,"Who cares, it got you here."
phoebe,Wow. Where is your luggage? (David thinks for a while)
phoebe,"A-Allright, well... I'll call the cab company."
phoebe,"Thank you! God, no! You should see me when... Oh actually, no, I look pretty good."
phoebe,No...
phoebe,I'm... I'm just... I'm the worst person ever. How can I not tell David that I'm seeing Mike?
monica,Maybe he didn't give you a chance.
monica,"(comes over) O-kay, so you wanna play it that way, do you?"
chandler,"(shrinks back) Right. You know what? Actually I just get off the plane, so I'm feeling kinda gross. Maybe I should just take a shower."
monica,You don't need a shower.
chandler,"(still backs away) Alright, the truth is, I soiled myself during some turbulences."
monica,What do I smell? (sniffs him) I smell smoke. Huh--did you smoke?
chandler,"Yes, but I just had one. Two. Two tiny cigarettes. Okay, five. A pack. Two pack...a...a carton. Three big fat cartons in two days. (How many cigs are there in one pack and how many packs in one carton in the US?) But it's over, I made a decision, I'm not gonna smoke anymore."
monica,(gets a pack out of his jacket)
chandler,"But, those are for you."
ross,"Alright, we'll just, uh, see when you get here. Bye. (hangs up) Huh, that was my mom, she's stuck in terrible traffic."
rachel,"Okay, well that's now the third sign that I should not leave Emma."
ross,"Oh, what were the other two?"
rachel,"Well, let's see. The first one is: I don't want to. And, you know, I'm not going."
monica,Okay if Mike were here what would the two of you be doing?
monica,"What are you, animals? It's 4 o'clock in the afternoon!"
phoebe,"I gotta call him. Just to talk to him, there's no harm in that."
monica,"Phoebe, that's how it starts. I don't need to eat the cake, I'll just smell the icing... why don't I just eat a little sliver, or, okay, just a slice or two. And next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. Phoebe, honey, I know this is hard. Look, if you talk to him, you're going to wanna see him. And if you see him, you're going to want to get back together with him. I know that's not what you want. (pause) Give me your phone."
phoebe,Here.
monica,And now your cell.
phoebe,"Okay (she takes a huge, clearly obsolete cellphone she keeps in a closet and gives it to Monica)"
monica,This is your cellphone?
phoebe,Yes.
monica,This is your current cellphone?
phoebe,"Yes, it reminds me of a simpler time."
monica,"Phoebe, where's your purse?"
joey,"Probably, yeah... I mean, maybe we should... hold off until we talk to Ross."
rachel,"Yeah... Yeah, we can wait, we don't have to do anything tonight."
joey,"Yeah, I think that'd be best... So, so I'm gonna... I'm gonna take off..."
rachel,(Joey walks to the door) Although...
joey,(turns around very fast) I like although!
rachel,"I mean, you know... Ross and I haven't dated in like... six years..."
joey,Six years? Wow... It's almost as long as highschool...
rachel,"Plus, you know, he is with Charlie now."
joey,Absolutely! He's not thinking about you.
rachel,No...
joey,I'm thinking about you...
rachel,Yeah...
ross,"[Lost for words] Yeah, er… that’s okay. We’ll talk about something else."
ross,Yeah.
ross,Ah!
ross,"Well, he and I would probably have a lot to talk about."
monica,Hi! [Surprised]
chandler,Hey!
monica,Welcome home.
chandler,"Oh, well, look at you!"
monica,What do you think?
chandler,"Well, it’s great, well, I’m just wearing the same thing underneath! Look at you."
phoebe,Oh please...these guys...we haven't even moved in yet and they have us picking out china patterns. (Mike seems to gag a little...and laughs nervously. They begin to leave. Phoebe bolts back)
phoebe,China patterns!!!!!
rachel,This is easy...Can't do this! (Moves away...and finds her sweater sleeve stuck to the drawer)
rachel,Oh! Wow! Seriously I can't do this. (Fiddles more)
chandler,Hey Joe!
joey,Hey!
chandler,Listen er..I need to ask you a favor but you can't tell Monica anything about it.
joey,I thought you didn't have secrets from Monica.
chandler,And that would have made the official party line. (Joey nods) Monica and I are having a little financial trouble.
joey,Yeah..I know.
chandler,What? What do you mean you know?
chandler,See? Intuitive!
chandler,Which technically now you should give back!
chandler,"I'm so sorry, but you should have a sign out there or something. Or at least whisper it to people when they come in the door. ""Owen doesn't know he's adopted, and he also thinks that Santa is real."""
ross,Everyone? I would like to make a toast to Rachel and Joey.
rachel,Ooy.
ross,"And to love. Ah, love. L-O-V-E, love. L is for life. And what is life without love?"
rachel,"Oh my god, are we supposed to answer?"
ross,"O is for ""oh, wow!"" The V is for this very surprising turn of events, which I'm still fine with by the way. E is for how extremely normal I find it. That you two are together. And now one day you might get married and have children of your own."
ross,"Oh... ok, fine. But... ehm... I just have one question for you, ehm... (aping Professor Spafford) When we exit should we walk, or run, or prance, or stroll..."
ross,"(entering with Charlie) Oh, hey you guys! This is Charlie! Charlie, this is Phoebe and my sister, Monica."
phoebe,Hi!
ross,"Yeah, Charlie is gonna be joining my department."
phoebe,"Oh, you're a paleonthologist, too! (pause) Oh, ok, now, what do you think of Ranion's new theory of species' variegation in segmented arthopods?"
phoebe,"Ah, ah."
ross,(to Phoebe) Ranion's theory of species variegation?
phoebe,"Yeah, I saw the article on your coffee table and I memorized the title to freak you out!"
monica,"(to Ross) So, did you two have fun?"
ross,"Oh my God, she's great! I mean, we-we have so much in common and she's just cool, and funny..."
monica,And I don't know if you've noticed but she's a (aloud) HOTTY!! (Charlie looks at her) HI!
rachel,"(she enters wearing a bath-robe) Hey... Hi you guys! Listen, you know what? I'm not feeling really well. I think I can't get out for the play."
chandler,"You guys haven't actually met before, but, boy! You're both polite! (pause) Go to have a seat Zack, and I'll get you a beer."
monica,I got it.
chandler,"(to Mon) So, Zack's pretty nice, uh?"
monica,"Yeah, I guess."
chandler,"So, how would you like to have a baby that's half yours and half his!"
monica,(turns around and she's quite shocked) Excuse me?
chandler,"Well, we're talking about sperm donors and Zack may be the guy! I mean, look, he's intelligent, he's healthy, he's athletic, I mean, he is ""spermtastic""!"
monica,"Chandler, this is crazy! What did you even say to him! ""Come up, meet my wife! Give us your sperm""!"
chandler,"No, I invited him to dinner so you could get a chance to get to know him! I mean, if we go through a sperm bank you never meet the guy, get to check him out."
monica,Chandler!
chandler,"I'm telling you, he's great! I mean, even if my sperm worked fine, I'd think he'd be the way to go!"
monica,I'm not going to be a part of this! You can't just bring some random guy at home and expect him to be our sperm donor!
chandler,Ok!
monica,Uh!
chandler,"Oh, Come on!"
monica,"Hey, we're probably fertile, let's go home!"
chandler,Why are you here?
chandler,"(to Heaven) No no no... I mean, why? why is she here??"
chandler,What!?
monica,This was fun! But I've got an invasive vaginal exam to get to! (leaves)
chandler,"I'd love to stay, but I have eh... (points at the cup) got a hot date... (starts to leave)"
chandler,(disgusted) I think it just fell off. (Leaves)
phoebe,"(In a strange heavy accent) Hello ""ja"", it's time for your massage, ja! Put your face in the hole."
phoebe,"Yeah, you are. And I'm so glad that you fought your way back in, because I don't know what I would do without you."
monica,I won't know what I would do without you.
monica,"Well, I guess we should go back in. When you gave me another chance, I guess we should do the same for Amanda."
phoebe,"Yeah, I guess you're right."
